feature,corr_isFraud,abs_corr
V191,0.05519191286048401,0.05519191286048401
V232,0.05460188594943613,0.05460188594943613
V162,0.05330233623360683,0.05330233623360683
V256,0.0530431226899718,0.0530431226899718
V12,-0.052406009175091264,0.052406009175091264
V75,-0.05217111840107856,0.05217111840107856
V144,-0.051970171053486405,0.051970171053486405
V165,-0.05139864253415761,0.05139864253415761
V82,0.05111466657017008,0.05111466657017008
V55,0.05011376566322593,0.05011376566322593
id_18,0.05000387360641,0.05000387360641
V254,0.0499009390769556,0.0499009390769556
V117,0.04943855818274569,0.04943855818274569
V61,0.04941222763739357,0.04941222763739357
id_02,0.04939787996721308,0.04939787996721308
V3,0.04925741608291114,0.04925741608291114
V315,0.04829809607725966,0.04829809607725966
V119,0.04813451578180807,0.04813451578180807
V218,0.04756506862669442,0.04756506862669442
V53,-0.04739953943952123,0.04739953943952123
V163,0.04653220466098807,0.04653220466098807
V76,-0.04641888285405036,0.04641888285405036
D3,-0.04627138134885129,0.04627138134885129
V233,0.04622615846500289,0.04622615846500289
V219,0.046041958932825144,0.046041958932825144
V217,0.045785221219540095,0.045785221219540095
V13,-0.04570627083804593,0.04570627083804593
V250,0.04521316161849111,0.04521316161849111
D11,-0.04509394193508504,0.04509394193508504
D9,-0.04425253921102913,0.04425253921102913
V237,0.04272232327489804,0.04272232327489804
V138,0.04265831478432111,0.04265831478432111
V289,0.0426292112756781,0.0426292112756781
id_19,-0.04172142105791827,0.04172142105791827
V313,0.0414942529094907,0.0414942529094907
id_03,0.041456643505958846,0.041456643505958846
V231,0.04128936214795372,0.04128936214795372
V118,0.04060137081855562,0.04060137081855562
V20,0.040341011101483415,0.040341011101483415
V290,0.04014893641753484,0.04014893641753484
V236,0.03997919668887195,0.03997919668887195
V161,0.03980598860471171,0.03980598860471171
V314,0.038535327801320345,0.038535327801320345
V196,0.03826621548403172,0.03826621548403172
V255,0.03807494413447378,0.03807494413447378
V9,0.03791477628193659,0.03791477628193659
V66,0.037630853193012605,0.037630853193012605
V312,0.037578126133816336,0.037578126133816336
C2,0.037228939530999657,0.037228939530999657
V54,-0.037025247940656925,0.037025247940656925
V5,0.03690397255425066,0.03690397255425066
V288,0.03532020787437104,0.03532020787437104
V284,0.035309303035049984,0.035309303035049984
id_25,0.034044677038513875,0.034044677038513875
card5,-0.03357955581230875,0.03357955581230875
C8,0.03213871315829292,0.03213871315829292
V301,0.032086561883338596,0.032086561883338596
C12,0.031905281711225794,0.031905281711225794
C9,-0.03170341586419489,0.03170341586419489
V19,0.0309036247329995,0.0309036247329995
C5,-0.030753966713252937,0.030753966713252937
C1,0.030569759651240924,0.030569759651240924
addr2,-0.030387147315388684,0.030387147315388684
C4,0.030382136305078352,0.030382136305078352
V143,-0.029766792193589277,0.029766792193589277
V166,-0.029435877749742375,0.029435877749742375
id_09,0.029430893966330102,0.029430893966330102
D12,-0.028863827846510936,0.028863827846510936
C10,0.028395987456790863,0.028395987456790863
V181,0.028337329938900015,0.028337329938900015
C7,0.028160291640635843,0.028160291640635843
C11,0.027483734598876285,0.027483734598876285
V164,-0.027445139205445147,0.027445139205445147
V98,0.027317813001375812,0.027317813001375812
V271,0.02724846773531313,0.02724846773531313
id_06,-0.02713943481331893,0.02713943481331893
V292,0.026778500159433644,0.026778500159433644
V272,0.02538183270481111,0.02538183270481111
V300,0.02531666071227993,0.02531666071227993
V131,0.024974677273711065,0.024974677273711065
V187,0.02422824534339345,0.02422824534339345
V333,-0.024133896370810627,0.024133896370810627
V324,-0.02400611968019134,0.02400611968019134
V7,0.02349200147721833,0.02349200147721833
V332,-0.023468291149377228,0.023468291149377228
V323,-0.02332862494423326,0.02332862494423326
V329,-0.0230988900659081,0.0230988900659081
V193,0.022069655678768,0.022069655678768
V331,-0.02198204890050658,0.02198204890050658
V322,-0.021540788669820104,0.021540788669820104
dist1,0.021522161350321062,0.021522161350321062
V173,-0.021348518349905383,0.021348518349905383
V330,-0.02116392507366191,0.02116392507366191
V212,-0.02113814144966909,0.02113814144966909
C6,0.02090898355378469,0.02090898355378469
V204,-0.02074795618780829,0.02074795618780829
V213,-0.020601304839598256,0.020601304839598256
V291,0.020440597912171097,0.020440597912171097
V287,0.0204168403797462,0.0204168403797462
V309,0.020255807299816367,0.020255807299816367
V203,-0.019941921586457353,0.019941921586457353
V2,0.019872176833453072,0.019872176833453072
V120,0.019678120763391756,0.019678120763391756
V253,0.01965183629950069,0.01965183629950069
id_13,-0.019538027957742683,0.019538027957742683
V234,-0.019357644562925845,0.019357644562925845
V338,-0.019356441581314655,0.019356441581314655
dist2,-0.019053623292596262,0.019053623292596262
V209,-0.018828541917676675,0.018828541917676675
V122,0.018712046864416666,0.018712046864416666
V211,-0.01857249281589271,0.01857249281589271
V192,0.018343566914235294,0.018343566914235294
V202,-0.018027509528309893,0.018027509528309893
V275,0.017120068865326393,0.017120068865326393
V227,0.0169919191916715,0.0169919191916715
V178,-0.016543436917623364,0.016543436917623364
V174,0.016204456730692148,0.016204456730692148
V8,0.016041256498769724,0.016041256498769724
V168,-0.01602111458849875,0.01602111458849875
V26,0.0159290461451221,0.0159290461451221
V179,-0.015904220881860758,0.015904220881860758
V270,0.015683115908897437,0.015683115908897437
V273,0.015675660056657336,0.015675660056657336
V274,0.015517783327583176,0.015517783327583176
V263,0.014730419798002799,0.014730419798002799
V339,-0.014663379418456312,0.014663379418456312
V265,0.014224070688920504,0.014224070688920504
V177,-0.01371549992593285,0.01371549992593285
card1,-0.013639969873036666,0.013639969873036666
DT_week,0.013474751034249088,0.013474751034249088
V172,-0.013237472944738855,0.013237472944738855
DT_day,0.013181828454361793,0.013181828454361793
V99,-0.013178826745814023,0.013178826745814023
DT_hour,-0.013112195075748907,0.013112195075748907
TransactionDT,0.013103054993050249,0.013103054993050249
DT_month_proxy,0.013073636740399294,0.013073636740399294
V167,-0.012853528116773247,0.012853528116773247
V129,0.012730588175913393,0.012730588175913393
V4,0.012610689217184048,0.012610689217184048
V207,-0.012417636289724197,0.012417636289724197
V121,0.012329530754584742,0.012329530754584742
TransactionAmt,0.011319825507126414,0.011319825507126414
V100,0.011286225991512714,0.011286225991512714
C13,-0.011145752229048657,0.011145752229048657
V310,0.011071035212630875,0.011071035212630875
V328,-0.011053260609156984,0.011053260609156984
id_10,0.01104256236533097,0.01104256236533097
V277,0.01073761196999794,0.01073761196999794
V6,0.010552477634239955,0.010552477634239955
V182,-0.010107615049371174,0.010107615049371174
V278,0.010039548848609407,0.010039548848609407
V205,-0.009895837921395334,0.009895837921395334
V276,0.009680710491207712,0.009680710491207712
V264,0.009357727899834375,0.009357727899834375
V180,-0.009338650071619157,0.009338650071619157
V208,0.009150207922069106,0.009150207922069106
V285,-0.009127666684282854,0.009127666684282854
D14,-0.008662575551178811,0.008662575551178811
id_05,-0.007978411819556993,0.007978411819556993
V225,0.007935938017775276,0.007935938017775276
C14,0.00792055869060809,0.00792055869060809
id_11,0.007914420181420138,0.007914420181420138
V325,0.007792437877404418,0.007792437877404418
V267,-0.007389816222331701,0.007389816222331701
V326,-0.006837540006062378,0.006837540006062378
C3,-0.006833173826653626,0.006833173826653626
V307,0.005948114008690792,0.005948114008690792
V269,-0.005904486350024894,0.005904486350024894
V337,-0.005702428166627238,0.005702428166627238
V206,-0.005695251103899191,0.005695251103899191
addr1,0.005595762757557491,0.005595762757557491
V96,-0.005484463663540022,0.005484463663540022
V335,-0.005455958188612138,0.005455958188612138
V266,-0.005256878230003758,0.005256878230003758
V89,-0.005187741847718291,0.005187741847718291
V268,-0.005161072679026348,0.005161072679026348
V103,-0.005120718920326605,0.005120718920326605
V317,0.005009759916373613,0.005009759916373613
V27,-0.004979400635690711,0.004979400635690711
V320,0.004960880975737532,0.004960880975737532
V28,-0.004894602580518811,0.004894602580518811
V214,0.004850812415305364,0.004850812415305364
V102,-0.004847621793155802,0.004847621793155802
V215,-0.004800878155437743,0.004800878155437743
V101,-0.0047121099858362814,0.0047121099858362814
V293,-0.0045008042513329715,0.0045008042513329715
V97,-0.004490564812846227,0.004490564812846227
V286,0.004408655244828725,0.004408655244828725
V132,-0.0042631145265669985,0.0042631145265669985
V294,0.004240504340936094,0.004240504340936094
V296,0.004160508556702397,0.004160508556702397
V41,0.004154144923513872,0.004154144923513872
V95,-0.004119681936687074,0.004119681936687074
V68,-0.004048085843797616,0.004048085843797616
V25,0.0038264929638427,0.0038264929638427
V279,-0.0037511494423915154,0.0037511494423915154
V126,-0.0035455731415696065,0.0035455731415696065
V134,-0.003511901830277595,0.003511901830277595
V104,0.0034847210764028754,0.0034847210764028754
card2,0.0033878791782706676,0.0033878791782706676
V308,0.0032532793791573878,0.0032532793791573878
V105,-0.0032292854695566207,0.0032292854695566207
V133,-0.0031653122963087796,0.0031653122963087796
V130,0.003075977532036894,0.003075977532036894
V316,-0.0029602806832663485,0.0029602806832663485
V240,0.002792801731307277,0.002792801731307277
V65,0.002700981842881548,0.002700981842881548
V127,-0.0026286431395885603,0.0026286431395885603
V107,0.0025535525264306453,0.0025535525264306453
V297,0.002529593088136817,0.002529593088136817
V336,-0.002402066638591314,0.002402066638591314
V226,0.002273113307346917,0.002273113307346917
V175,-0.0022224537037517874,0.0022224537037517874
V14,0.0021454034425818255,0.0021454034425818255
V106,-0.0020911947069314862,0.0020911947069314862
V241,0.001988497225526812,0.001988497225526812
V128,-0.0019302533744433995,0.0019302533744433995
id_24,-0.0019050476544994956,0.0019050476544994956
V306,-0.0018631493144339495,0.0018631493144339495
V295,-0.0016814534685521264,0.0016814534685521264
V321,0.0016771114354833712,0.0016771114354833712
V311,0.0013001555716181043,0.0013001555716181043
V298,0.0012942367007047432,0.0012942367007047432
V224,0.001150895128959332,0.001150895128959332
V223,0.0011065032954872826,0.0011065032954872826
V327,-0.0010497488677669706,0.0010497488677669706
V1,0.0010454503101438469,0.0010454503101438469
V318,0.0009971344286091074,0.0009971344286091074
V280,-0.0007821870848120279,0.0007821870848120279
V183,-0.0006530800985974253,0.0006530800985974253
V210,-0.0006525308250589001,0.0006525308250589001
V216,-0.0006118973117613888,0.0006118973117613888
V88,0.0005535873250202616,0.0005535873250202616
V305,-0.0004955644383045906,0.0004955644383045906
V334,-0.00045073113888017614,0.00045073113888017614
V299,-0.0003076622185036759,0.0003076622185036759
V135,-0.00027626329806623175,0.00027626329806623175
V137,-0.00011479958381915419,0.00011479958381915419
V319,6.07598854264088e-05,6.07598854264088e-05
V136,-4.225181584504332e-05,4.225181584504332e-05
