feature,ks_train_test,train_mean,test_mean,mean_delta,train_missing_pct,test_missing_pct
V84,0.11697199999999996,0.13711600005626678,0.257968008518219,0.12085200846195221,15.098723202492634,2.3842933859097557
V42,0.11657200000000001,0.15573599934577942,0.27631598711013794,0.12057998776435852,28.612625732380533,15.16782417686519
V43,0.11580400000000002,0.16940799355506897,0.29720398783683777,0.1277959942817688,28.612625732380533,15.16782417686519
V72,0.11558400000000002,0.14538000524044037,0.26624399423599243,0.12086398899555206,13.055169844549056,2.5457330009808743
V71,0.11486799999999997,0.139724001288414,0.25808000564575195,0.11835600435733795,13.055169844549056,2.5457330009808743
V32,0.11314400000000002,0.1420239955186844,0.25820401310920715,0.11618001759052277,12.881938564703491,2.484551728765658
V31,0.11285599999999996,0.14033199846744537,0.25548800826072693,0.11515600979328156,12.881938564703491,2.484551728765658
V92,0.10852000000000006,0.14968399703502655,0.2606920003890991,0.11100800335407257,15.098723202492634,2.3842933859097557
V93,0.10589599999999999,0.1553799957036972,0.26554399728775024,0.11016400158405304,15.098723202492634,2.3842933859097557
V50,0.10446,0.16458000242710114,0.27118799090385437,0.10660798847675323,28.612625732380533,15.16782417686519
C12,0.10407200000000005,4.027108192443848,2.6433799266815186,-1.383728265762329,0.0,0.000592076827889187
D4,0.096248,139.82736206054688,174.86936950683594,35.04200744628906,28.60466691502693,15.167232100037301
D10,0.08294000000000001,123.62620544433594,159.98374938964844,36.3575439453125,12.873302401192129,2.47586793528995
V166,0.08132367839475207,359.4693908691406,1387.6478271484375,1028.178466796875,86.12270125647711,84.98986561829597
V150,0.0721678170070762,277.5980224609375,135.08157348632812,-142.51644897460938,86.12270125647711,84.98986561829597
D12,0.07076211211022954,54.037532806396484,77.40418243408203,23.366649627685547,89.04104717715988,86.33210378712076
dist2,0.07052945801646682,231.8554229736328,237.175048828125,5.3196258544921875,93.62837403054831,92.8090295663432
V159,0.06742025519528305,2719.299560546875,6209.12158203125,3489.822021484375,86.12270125647711,84.98986561829597
V160,0.06574284327698121,47453.1796875,98066.03125,50612.8515625,86.12270125647711,84.98986561829597
V165,0.0652014411721955,2239.912353515625,5444.91796875,3205.005615234375,86.12270125647711,84.98986561829597
V91,0.058172,0.42192399501800537,0.35787200927734375,-0.06405198574066162,15.098723202492634,2.3842933859097557
V90,0.05736000000000008,0.4017679989337921,0.3417159914970398,-0.06005200743675232,15.098723202492634,2.3842933859097557
D2,0.05421200000000004,169.5869598388672,188.67164611816406,19.084686279296875,47.54919226470688,46.33376160223884
V152,0.05348317897280086,9.432709693908691,8.333219528198242,-1.0994901657104492,86.12270125647711,84.98986561829597
V48,0.05324399999999996,0.3834480047225952,0.3274959921836853,-0.05595201253890991,28.612625732380533,15.16782417686519
V164,0.052552335926268734,877.8888549804688,1037.892822265625,160.00396728515625,86.12270125647711,84.98986561829597
V49,0.05245600000000006,0.3969239890575409,0.33913999795913696,-0.05778399109840393,28.612625732380533,15.16782417686519
V70,0.05049200000000009,0.40829598903656006,0.3529919981956482,-0.055303990840911865,13.055169844549056,2.5457330009808743
V143,0.05024075901191627,8.397005081176758,1.779606819152832,-6.617398262023926,86.12270125647711,84.98986561829597
V69,0.04983599999999999,0.39116400480270386,0.3390119969844818,-0.052152007818222046,13.055169844549056,2.5457330009808743
V30,0.04967200000000005,0.40681201219558716,0.352647989988327,-0.05416402220726013,12.881938564703491,2.484551728765658
D6,0.04902778139105102,69.80571746826172,82.44314575195312,12.637428283691406,87.60676668811597,75.37295906183454
D14,0.04900061692402602,57.72444534301758,58.163185119628906,0.4387397766113281,89.46946862193924,77.265433962711
V29,0.048699999999999966,0.38766399025917053,0.3375279903411865,-0.05013599991798401,12.881938564703491,2.484551728765658
V61,0.04795200000000002,0.8297200202941895,0.8795599937438965,0.04983997344970703,13.055169844549056,2.5457330009808743
V19,0.04710399999999998,0.8157839775085449,0.862492024898529,0.04670804738998413,12.881938564703491,2.484551728765658
V151,0.046335562439387634,6.4601898193359375,5.442403316497803,-1.0177865028381348,86.12270125647711,84.98986561829597
V62,0.042548,0.8670639991760254,0.9117720127105713,0.0447080135345459,13.055169844549056,2.5457330009808743
D7,0.04048657487619689,41.63895034790039,61.815643310546875,20.176692962646484,93.40992989467267,88.13221470284651
V20,0.03987200000000002,0.8485720157623291,0.885919988155365,0.03734797239303589,12.881938564703491,2.484551728765658
D8,0.039384411044646406,146.05812072753906,160.83448791503906,14.7763671875,87.31229044603245,85.32873092279121
C10,0.03612799999999994,5.132308006286621,1.8286000490188599,-3.303708076477051,0.0,0.000592076827889187
V302,0.03521200000000002,0.2501319944858551,0.2868640124797821,0.036732017993927,0.0020320384732617604,0.000592076827889187
dist1,0.033932692109979734,118.50216674804688,87.06526184082031,-31.436904907226562,59.6523520845328,57.47427919580178
D13,0.03336691290457583,17.901294708251953,18.225961685180664,0.32466697692871094,89.50926270870728,75.64906422257353
V304,0.032835999999999976,0.26502400636672974,0.3015199899673462,0.036495983600616455,0.0020320384732617604,0.000592076827889187
V144,0.03278705274994309,3.708484411239624,2.8095719814300537,-0.8989124298095703,86.12270125647711,84.98986561829597
C4,0.03257999999999994,4.186068058013916,2.401848077774048,-1.7842199802398682,0.0,0.000592076827889187
V145,0.03250663116066732,22.112945556640625,17.100597381591797,-5.012348175048828,86.12270125647711,84.98986561829597
C8,0.032460000000000044,5.086728096008301,1.9161959886550903,-3.1705322265625,0.0,0.000592076827889187
V303,0.032200000000000006,0.2848280072212219,0.32120800018310547,0.036379992961883545,0.0020320384732617604,0.000592076827889187
D1,0.03146800000000005,94.38623809814453,108.19390106201172,13.807662963867188,0.21488806854743114,1.1902717829998954
V74,0.030788000000000038,0.15145200490951538,0.18575599789619446,0.03430399298667908,13.055169844549056,2.5457330009808743
V34,0.030008000000000035,0.13902799785137177,0.16984400153160095,0.030816003680229187,12.881938564703491,2.484551728765658
D5,0.029415999999999998,42.388526916503906,50.97063446044922,8.582107543945312,52.4674027161581,44.28241275254543
C5,0.02862000000000009,5.556652069091797,4.953311920166016,-0.6033401489257812,0.0,0.000592076827889187
V66,0.027971999999999997,0.981715977191925,1.0159080028533936,0.034192025661468506,13.055169844549056,2.5457330009808743
V53,0.026963999999999988,0.577235996723175,0.6045119762420654,0.02727597951889038,13.055169844549056,2.5457330009808743
V256,0.026008718931912145,0.8149502277374268,0.7910804152488708,-0.023869812488555908,76.0531039387679,72.89945943385614
V251,0.026008718931912145,0.7942311763763428,0.7744327187538147,-0.019798457622528076,76.0531039387679,72.89945943385614
V222,0.026001436459367033,1.3590046167373657,1.7589865922927856,0.3999819755554199,76.0531039387679,72.89945943385614
V250,0.02595215174862403,0.788588285446167,0.7587462663650513,-0.029842019081115723,76.0531039387679,72.89945943385614
V245,0.02595215174862403,0.8766193389892578,0.8302528262138367,-0.04636651277542114,76.0531039387679,72.89945943385614
V255,0.02595215174862403,0.8066555261611938,0.7681042551994324,-0.038551270961761475,76.0531039387679,72.89945943385614
V259,0.02595215174862403,0.9678325057029724,0.9310058355331421,-0.03682667016983032,76.0531039387679,72.89945943385614
V221,0.02594486927607892,1.2749123573303223,1.2860846519470215,0.011172294616699219,76.0531039387679,72.89945943385614
C11,0.025639999999999996,10.215096473693848,7.532323837280273,-2.682772636413574,0.0,0.000592076827889187
V67,0.025212,0.9979919791221619,1.0315200090408325,0.033528029918670654,13.055169844549056,2.5457330009808743
V25,0.024792,0.9776880145072937,1.0047719478607178,0.027083933353424072,12.881938564703491,2.484551728765658
D3,0.022856000000000043,28.300247192382812,33.3695068359375,5.0692596435546875,44.514850814508755,40.0918903236884
V33,0.022711999999999954,0.1306000053882599,0.1542000025510788,0.02359999716281891,12.881938564703491,2.484551728765658
V26,0.022435999999999998,0.9874560236930847,1.013092041015625,0.025636017322540283,12.881938564703491,2.484551728765658
C7,0.02183999999999997,2.8452959060668945,1.6359479427337646,-1.2093479633331299,0.0,0.000592076827889187
V89,0.021816000000000058,0.0008960000122897327,0.022859999909996986,0.021964000537991524,15.098723202492634,2.3842933859097557
V68,0.02178000000000002,0.0005200000014156103,0.022463999688625336,0.02194399945437908,13.055169844549056,2.5457330009808743
C3,0.02168800000000004,0.0054720002226531506,0.028031999245285988,0.02255999855697155,0.0,0.000592076827889187
V28,0.021664000000000017,0.0008200000156648457,0.02266000024974346,0.02184000052511692,12.881938564703491,2.484551728765658
V27,0.021579999999999933,0.0008040000102482736,0.02247600071132183,0.021672001108527184,12.881938564703491,2.484551728765658
V82,0.020219999999999988,0.8449199795722961,0.8646039962768555,0.019684016704559326,15.098723202492634,2.3842933859097557
V73,0.020068000000000086,0.13989600539207458,0.16200800240039825,0.02211199700832367,13.055169844549056,2.5457330009808743
V136,0.019924000000000053,39.262107849121094,41.71893310546875,2.4568252563476562,0.053171673383682734,0.0
V105,0.019100000000000006,0.284851998090744,0.1885720044374466,-0.09627999365329742,0.053171673383682734,0.0
V52,0.019019999999999926,0.182328000664711,0.20528799295425415,0.022959992289543152,28.612625732380533,15.16782417686519
C14,0.018920000000000048,8.421048164367676,6.125703811645508,-2.295344352722168,0.0,0.000592076827889187
V16,0.01805599999999996,0.12305200099945068,0.14163999259471893,0.01858799159526825,12.881938564703491,2.484551728765658
V15,0.017996000000000012,0.12284400314092636,0.14139600098133087,0.01855199784040451,12.881938564703491,2.484551728765658
TransactionAmt,0.017976000000000006,135.35667419433594,134.85850524902344,-0.4981689453125,0.0,0.0
V296,0.017872,0.3322159945964813,0.23881599307060242,-0.0934000015258789,0.21488806854743114,1.1902717829998954
V326,0.017430730109401993,0.8510400652885437,0.4826575517654419,-0.3683825135231018,86.05496664070174,84.91565865586719
V283,0.017135999999999985,0.9923440217971802,1.0071840286254883,0.014840006828308105,0.21488806854743114,1.1902717829998954
V127,0.016608000000000067,339.10540771484375,200.85791015625,-138.24749755859375,0.053171673383682734,0.0
V317,0.016432000000000002,248.7659912109375,81.32955169677734,-167.43643188476562,0.0020320384732617604,0.000592076827889187
V327,0.016392199096305182,0.29663270711898804,0.1632714420557022,-0.13336126506328583,86.05496664070174,84.91565865586719
V203,0.016301801091566537,1078.3275146484375,456.64581298828125,-621.6817016601562,76.35536966166559,73.01432233846664
V133,0.01626799999999995,199.86952209472656,59.63388442993164,-140.2356414794922,0.053171673383682734,0.0
V229,0.016041508732390297,1.638710379600525,2.061509609222412,0.4227992296218872,77.91343516103905,74.98909591841971
V298,0.015979999999999994,0.28488001227378845,0.2001439929008484,-0.08473601937294006,0.0020320384732617604,0.000592076827889187
V323,0.015676798095955125,13.103775024414062,1.2161818742752075,-11.887593269348145,86.05496664070174,84.91565865586719
V324,0.015628225522458794,9.184612274169922,0.6935144066810608,-8.491097450256348,86.05496664070174,84.91565865586719
V331,0.015522659089409974,721.7418823242188,315.1286315917969,-406.6132507324219,86.05496664070174,84.91565865586719
V322,0.015522659089409974,6.2202887535095215,0.43668144941329956,-5.783607482910156,86.05496664070174,84.91565865586719
V83,0.015500000000000014,0.8833879828453064,0.896511971950531,0.01312398910522461,15.098723202492634,2.3842933859097557
V102,0.015295999999999976,1.7942160367965698,0.24933600425720215,-1.5448800325393677,0.053171673383682734,0.0
V282,0.015231999999999968,0.816756010055542,0.8261759877204895,0.00941997766494751,0.21488806854743114,1.1902717829998954
V333,0.015215507039045506,1014.622802734375,381.1021423339844,-633.5206298828125,86.05496664070174,84.91565865586719
V57,0.01507600000000009,0.1283559948205948,0.14618399739265442,0.01782800257205963,13.055169844549056,2.5457330009808743
card5,0.015024000000000037,199.2340087890625,200.14849853515625,0.91448974609375,0.7212043214684865,0.8973911121373777
V94,0.015000000000000013,0.1373240053653717,0.15235599875450134,0.015031993389129639,15.098723202492634,2.3842933859097557
V56,0.014863999999999988,1.1199079751968384,1.1554319858551025,0.03552401065826416,13.055169844549056,2.5457330009808743
V320,0.014843999999999968,42.52411651611328,45.71320724487305,3.1890907287597656,0.0020320384732617604,0.000592076827889187
V230,0.014809254024856,1.4654756784439087,1.8784878253936768,0.41301214694976807,77.91343516103905,74.98909591841971
V294,0.014639999999999986,2.328131914138794,0.45606398582458496,-1.872067928314209,0.0020320384732617604,0.000592076827889187
V330,0.014534502158395357,0.7758740186691284,0.3099004328250885,-0.4659735858440399,86.05496664070174,84.91565865586719
V328,0.014425297914067992,0.3367900848388672,0.22048644721508026,-0.11630363762378693,86.05496664070174,84.91565865586719
V96,0.014339999999999908,3.06740403175354,1.3767280578613281,-1.690675973892212,0.053171673383682734,0.0
V139,0.01423489565896674,1.0739154815673828,1.0432538986206055,-0.030661582946777344,86.12371727571374,85.04315253280599
V76,0.014135999999999982,0.5875080227851868,0.5740439891815186,-0.013464033603668213,15.098723202492634,2.3842933859097557
V264,0.014010825458272147,201.6575927734375,390.74188232421875,189.08428955078125,77.91343516103905,74.98909591841971
V218,0.01396728742162745,1.7257839441299438,1.6328988075256348,-0.09288513660430908,77.91343516103905,74.98909591841971
V336,0.013956718365547904,28.53090476989746,35.48564529418945,6.954740524291992,86.05496664070174,84.91565865586719
V58,0.01385599999999998,0.13301199674606323,0.15093599259853363,0.017923995852470398,13.055169844549056,2.5457330009808743
V329,0.0138302319358925,1.3128437995910645,0.4605722725391388,-0.852271556854248,86.05496664070174,84.91565865586719
V176,0.013810594471079796,1.3769793510437012,1.6367619037628174,0.2597825527191162,76.35536966166559,73.01432233846664
V140,0.013637516523064108,1.1252669095993042,1.1263046264648438,0.0010377168655395508,86.12371727571374,85.04315253280599
V332,0.013584263178002098,1375.7838134765625,440.4643249511719,-935.3194580078125,86.05496664070174,84.91565865586719
V265,0.013493044762860729,153.52052307128906,327.87103271484375,174.3505096435547,77.91343516103905,74.98909591841971
V219,0.013441615810238505,1.3671318292617798,1.3088109493255615,-0.05832087993621826,77.91343516103905,74.98909591841971
card3,0.013336000000000015,153.2114715576172,153.5313262939453,0.319854736328125,0.26501168422122123,0.5924715457744464
V78,0.01302800000000004,1.144219994544983,1.188223958015442,0.044003963470458984,15.098723202492634,2.3842933859097557
D9,0.012999713305692162,0.5610570907592773,0.5539805889129639,-0.0070765018463134766,87.31229044603245,85.32873092279121
V280,0.012975999999999988,2.0580480098724365,0.7425400018692017,-1.3155080080032349,0.0020320384732617604,0.000592076827889187
V54,0.012896000000000019,0.6199679970741272,0.6343880295753479,0.014420032501220703,13.055169844549056,2.5457330009808743
V339,0.01279660387322834,100.70088195800781,139.81471252441406,39.11383056640625,86.05496664070174,84.91565865586719
DT_hour,0.012615999999999988,13.867108,13.963396,0.09628799999999949,0.0,0.0
V338,0.012521762202664766,151.16053771972656,155.57815551757812,4.4176177978515625,86.05496664070174,84.91565865586719
V51,0.012415999999999983,0.17108400166034698,0.18540799617767334,0.014323994517326355,28.612625732380533,15.16782417686519
V308,0.012167999999999957,220.81028747558594,138.3116455078125,-82.49864196777344,0.0020320384732617604,0.000592076827889187
card2,0.012087999999999988,362.49951171875,363.6324768066406,1.132965087890625,1.5126833068039423,1.7079442895176746
V211,0.011924376819019256,385.13702392578125,138.29449462890625,-246.842529296875,76.35536966166559,73.01432233846664
V228,0.011776262041629737,1.3519282341003418,1.6497695446014404,0.29784131050109863,77.91343516103905,74.98909591841971
V106,0.011759999999999993,0.16592000424861908,0.11488000303506851,-0.05104000121355057,0.053171673383682734,0.0
V335,0.011663981650702593,59.16455078125,58.33946228027344,-0.8250885009765625,86.05496664070174,84.91565865586719
V137,0.011639999999999984,25.46855354309082,30.95408058166504,5.485527038574219,0.053171673383682734,0.0
V130,0.011619999999999964,91.98023223876953,107.03723907470703,15.0570068359375,0.053171673383682734,0.0
V79,0.011511999999999967,0.1368120014667511,0.15133200585842133,0.014520004391670227,15.098723202492634,2.3842933859097557
V180,0.011446214792990683,0.9241233468055725,0.46568652987480164,-0.4584368169307709,76.32353439225116,73.08517419887072
V321,0.011419999999999986,27.876508712768555,38.36388397216797,10.487375259399414,0.0020320384732617604,0.000592076827889187
V182,0.011365394133905138,0.8562425374984741,0.4076674282550812,-0.44857510924339294,76.35536966166559,73.01432233846664
C1,0.01129200000000008,14.108003616333008,10.291899681091309,-3.816103935241699,0.0,0.000592076827889187
V291,0.011276000000000064,1.6394959688186646,1.4103319644927979,-0.2291640043258667,0.0020320384732617604,0.000592076827889187
V135,0.01106000000000007,16.72447395324707,24.627002716064453,7.902528762817383,0.053171673383682734,0.0
V263,0.011059578597232944,117.39068603515625,263.07220458984375,145.6815185546875,77.91343516103905,74.98909591841971
V158,0.011055925706569103,0.8334614634513855,0.8145147562026978,-0.018946707248687744,86.12371727571374,85.04315253280599
V157,0.011003426607636868,0.8175727725028992,0.8012403249740601,-0.01633244752883911,86.12371727571374,85.04315253280599
V318,0.010971999999999982,160.39215087890625,53.7641716003418,-106.62797546386719,0.0020320384732617604,0.000592076827889187
V213,0.01088725407033686,536.3027954101562,165.11740112304688,-371.1853942871094,76.35536966166559,73.01432233846664
V216,0.010845718750552069,71.10713958740234,98.22772216796875,27.120582580566406,76.35536966166559,73.01432233846664
V201,0.010822720055991733,1.159105658531189,1.2092539072036743,0.05014824867248535,76.32353439225116,73.08517419887072
V198,0.010822720055991733,0.9619507789611816,0.9889715909957886,0.027020812034606934,76.32353439225116,73.08517419887072
V195,0.010822720055991733,0.954226553440094,0.9696791768074036,0.01545262336730957,76.32353439225116,73.08517419887072
V189,0.010822720055991733,1.038313865661621,1.0687222480773926,0.030408382415771484,76.32353439225116,73.08517419887072
V171,0.010822720055991733,1.6909074783325195,1.7350174188613892,0.04410994052886963,76.32353439225116,73.08517419887072
V170,0.010821312396099056,1.4367790222167969,1.487486720085144,0.05070769786834717,76.32353439225116,73.08517419887072
V200,0.010821312396099056,1.11997652053833,1.100216269493103,-0.01976025104522705,76.32353439225116,73.08517419887072
V197,0.010821312396099056,0.9493845701217651,0.9340274930000305,-0.01535707712173462,76.32353439225116,73.08517419887072
V188,0.010821312396099056,1.0147547721862793,0.9948230981826782,-0.019931674003601074,76.32353439225116,73.08517419887072
V194,0.010821312396099056,0.9457727670669556,0.9328982830047607,-0.012874484062194824,76.32353439225116,73.08517419887072
V204,0.010797381842433507,686.9569702148438,315.3236389160156,-371.6333312988281,76.35536966166559,73.01432233846664
V215,0.010788178186898922,133.2082061767578,137.66673278808594,4.458526611328125,76.35536966166559,73.01432233846664
V234,0.010784191194592063,2.092846632003784,3.1129510402679443,1.0201044082641602,76.0531039387679,72.89945943385614
V134,0.01074799999999998,149.0166778564453,41.7465934753418,-107.27008056640625,0.053171673383682734,0.0
V168,0.010734747079875873,5.859500885009766,1.4221481084823608,-4.437352657318115,76.35536966166559,73.01432233846664
V217,0.010695133227628717,1.054619312286377,0.9872167110443115,-0.06740260124206543,77.91343516103905,74.98909591841971
V299,0.010507999999999962,0.17546799778938293,0.12927600741386414,-0.0461919903755188,0.0020320384732617604,0.000592076827889187
V124,0.01047599999999993,1.0933279991149902,1.1066399812698364,0.013311982154846191,0.053171673383682734,0.0
V12,0.010431999999999997,0.5595679879188538,0.5695400238037109,0.009972035884857178,12.881938564703491,2.484551728765658
V103,0.010396000000000072,1.2332919836044312,0.145579993724823,-1.087712049484253,0.053171673383682734,0.0
V55,0.010232000000000019,1.0665760040283203,1.091528058052063,0.024952054023742676,13.055169844549056,2.5457330009808743
V104,0.010120000000000018,0.08528400212526321,0.08172400295734406,-0.003559999167919159,0.053171673383682734,0.0
V99,0.010108000000000006,0.8894799947738647,0.9398159980773926,0.05033600330352783,0.053171673383682734,0.0
V132,0.010063999999999962,104.11251831054688,26.949155807495117,-77.16336059570312,0.053171673383682734,0.0
V202,0.010054444209414037,444.1471252441406,227.6922607421875,-216.45486450195312,76.35536966166559,73.01432233846664
V214,0.010016844506590794,38.43754577636719,63.85933303833008,25.42178726196289,76.35536966166559,73.01432233846664
V77,0.01001199999999991,1.086527943611145,1.124616026878357,0.038088083267211914,15.098723202492634,2.3842933859097557
V210,0.009833697040646294,14.391836166381836,14.89145278930664,0.4996166229248047,76.32353439225116,73.08517419887072
V175,0.009826725555336702,0.2126391977071762,0.19888542592525482,-0.013753771781921387,76.32353439225116,73.08517419887072
V207,0.009813541606878418,72.28409576416016,46.93674087524414,-25.347354888916016,76.35536966166559,73.01432233846664
V212,0.009736495331526429,765.9883422851562,237.5070343017578,-528.4813232421875,76.35536966166559,73.01432233846664
V183,0.009682802653155131,0.4846917986869812,0.26531073451042175,-0.21938106417655945,76.35536966166559,73.01432233846664
V178,0.009479550925891256,6.649282932281494,1.0839952230453491,-5.5652875900268555,76.35536966166559,73.01432233846664
V337,0.009452064497151302,55.3524169921875,99.05876159667969,43.70634460449219,86.05496664070174,84.91565865586719
V319,0.009372000000000047,18.792043685913086,25.779958724975586,6.9879150390625,0.0020320384732617604,0.000592076827889187
V128,0.009356000000000031,210.86691284179688,107.63179016113281,-103.23512268066406,0.053171673383682734,0.0
V209,0.009307266382085455,35.00187301635742,28.00201988220215,-6.999853134155273,76.32353439225116,73.08517419887072
V115,0.009267999999999943,1.0325520038604736,1.0433319807052612,0.010779976844787598,0.053171673383682734,0.0
V297,0.008943999999999952,0.08955200016498566,0.09135200083255768,0.0018000006675720215,0.0020320384732617604,0.000592076827889187
C6,0.008908000000000027,9.119888305664062,6.906300067901611,-2.213588237762451,0.0,0.000592076827889187
C2,0.008784,15.070879936218262,10.543764114379883,-4.527115821838379,0.0,0.000592076827889187
C9,0.008640000000000092,4.494100093841553,4.6551361083984375,0.16103601455688477,0.0,0.000592076827889187
V11,0.008639999999999981,0.479420006275177,0.4734640121459961,-0.005955994129180908,47.29349409015477,34.837405835114495
V179,0.008537907480797191,4.869011878967285,0.8229847550392151,-4.046027183532715,76.35536966166559,73.01432233846664
V307,0.008531999999999984,416.5278625488281,256.64166259765625,-159.88619995117188,0.0020320384732617604,0.000592076827889187
V97,0.008500000000000063,1.6943199634552002,0.5330479741096497,-1.1612720489501953,0.053171673383682734,0.0
V290,0.008496000000000059,1.1016639471054077,1.118056058883667,0.016392111778259277,0.0020320384732617604,0.000592076827889187
V205,0.008487773199353565,18.0604190826416,21.51335906982422,3.452939987182617,76.35536966166559,73.01432233846664
V4,0.00839200000000001,0.8461800217628479,0.8503159880638123,0.0041359663009643555,47.29349409015477,34.837405835114495
V38,0.008375999999999939,1.162071943283081,1.2095199823379517,0.047448039054870605,28.612625732380533,15.16782417686519
V169,0.00836971937183495,0.16805298626422882,0.20268377661705017,0.03463079035282135,76.32353439225116,73.08517419887072
V181,0.008365399343438495,0.2533319890499115,0.18317316472530365,-0.07015882432460785,76.35536966166559,73.01432233846664
card1,0.00834,9903.33282,9954.728588,51.39576800000032,0.0,0.0
V295,0.008332000000000006,1.3758039474487305,0.25784000754356384,-1.1179639101028442,0.0020320384732617604,0.000592076827889187
V316,0.008279999999999954,106.58949279785156,44.34158706665039,-62.24790573120117,0.0020320384732617604,0.000592076827889187
V208,0.008170350132322701,8.888193130493164,9.031152725219727,0.1429595947265625,76.32353439225116,73.08517419887072
V174,0.008123768709774049,0.1277937889099121,0.1464344710111618,0.018640682101249695,76.32353439225116,73.08517419887072
V185,0.008059247162474859,0.17390340566635132,0.1552337259054184,-0.018669679760932922,76.32353439225116,73.08517419887072
V10,0.008051999999999948,0.4640760123729706,0.4567680060863495,-0.007308006286621094,47.29349409015477,34.837405835114495
V334,0.00802702274826217,9.807015419006348,24.708030700683594,14.901015281677246,86.05496664070174,84.91565865586719
C13,0.008012000000000019,32.52891159057617,27.79110336303711,-4.7378082275390625,0.0,0.9370602596059532
V325,0.007948184385668688,0.05849352106451988,0.04792558029294014,-0.010567940771579742,86.05496664070174,84.91565865586719
V301,0.007907999999999915,0.05179600045084953,0.06668400019407272,0.01488799974322319,0.21488806854743114,1.1902717829998954
V101,0.00781199999999993,0.9046319723129272,0.09158799797296524,-0.8130439519882202,0.053171673383682734,0.0
addr1,0.007804000000000033,290.8378601074219,291.85235595703125,1.014495849609375,11.12642666034477,12.948522866993889
V306,0.007692000000000032,138.5233612060547,80.62835693359375,-57.89500427246094,0.0020320384732617604,0.000592076827889187
V279,0.007603999999999944,1.0939040184020996,0.33811599016189575,-0.7557880282402039,0.0020320384732617604,0.000592076827889187
V23,0.007596000000000047,1.0348039865493774,1.0451760292053223,0.010372042655944824,12.881938564703491,2.484551728765658
V314,0.00719599999999998,43.082679748535156,43.7993049621582,0.7166252136230469,0.21488806854743114,1.1902717829998954
V227,0.007120906254893367,0.14797477424144745,0.14324623346328735,-0.004728540778160095,76.0531039387679,72.89945943385614
V273,0.007048416254988199,73.82554626464844,169.87994384765625,96.05439758300781,77.91343516103905,74.98909591841971
V292,0.007048000000000054,1.2483760118484497,1.210752010345459,-0.03762400150299072,0.0020320384732617604,0.000592076827889187
V231,0.006993736678157947,0.765506386756897,0.7193201184272766,-0.04618626832962036,77.91343516103905,74.98909591841971
V233,0.006786616075297847,0.9083876609802246,0.9440455436706543,0.03565788269042969,77.91343516103905,74.98909591841971
V267,0.006750064006986745,36.52510070800781,37.74097442626953,1.2158737182617188,77.91343516103905,74.98909591841971
V266,0.0067127140746880976,9.167839050292969,18.50169563293457,9.333856582641602,77.91343516103905,74.98909591841971
V149,0.006656308629711893,0.7753127217292786,0.7607178092002869,-0.0145949125289917,86.12371727571374,85.04315253280599
V167,0.006594892025053367,3.929514169692993,0.9697734117507935,-2.95974063873291,76.35536966166559,73.01432233846664
V268,0.006578427902834583,18.813405990600586,25.52130126953125,6.707895278930664,77.91343516103905,74.98909591841971
V272,0.006537120522929096,8.46457290649414,8.060808181762695,-0.4037647247314453,76.0531039387679,72.89945943385614
V177,0.006431357083891642,3.529244899749756,0.6425248980522156,-2.8867199420928955,76.35536966166559,73.01432233846664
V156,0.006417320422593464,0.7774848937988281,0.7630137801170349,-0.014471113681793213,86.12371727571374,85.04315253280599
