,train_missing,test_missing,delta
DeviceInfo,0.7990551021099332,0.7729247213785128,-0.02613038073142049
id_13,0.7844007179869272,0.7428689280054314,-0.04153178998149587
id_16,0.7809801198902699,0.7518270504113947,-0.029153069478875193
V269,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V236,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V225,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V224,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V217,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V219,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V218,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V223,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V241,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V233,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V242,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V232,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V231,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V228,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V226,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V230,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V265,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V274,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V275,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V276,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V277,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V278,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V273,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V260,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V261,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V266,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V263,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V268,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V267,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V262,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V257,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V258,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V264,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V247,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V235,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V243,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V244,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V237,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V240,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V254,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V253,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V248,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V249,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V246,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V252,0.7791343516103905,0.7498909591841971,-0.029243392426193338
V229,0.7791343516103905,0.7498909591841971,-0.029243392426193338
id_06,0.7682375452975243,0.7340588248064402,-0.03417872049108406
id_05,0.7682375452975243,0.7340588248064402,-0.03417872049108406
R_emaildomain,0.7675161716395164,0.7318484046489873,-0.03566776699052909
id_20,0.7641802418125783,0.7323161453430197,-0.03186409646955857
id_19,0.7640837199850984,0.7317773554296405,-0.03230636455545788
id_17,0.7639973583499847,0.7316589400640627,-0.03233841828592199
V216,0.763553696616656,0.7301432233846664,-0.033410473231989535
V191,0.763553696616656,0.7301432233846664,-0.033410473231989535
V190,0.763553696616656,0.7301432233846664,-0.033410473231989535
V204,0.763553696616656,0.7301432233846664,-0.033410473231989535
V212,0.763553696616656,0.7301432233846664,-0.033410473231989535
V205,0.763553696616656,0.7301432233846664,-0.033410473231989535
V213,0.763553696616656,0.7301432233846664,-0.033410473231989535
V215,0.763553696616656,0.7301432233846664,-0.033410473231989535
V214,0.763553696616656,0.7301432233846664,-0.033410473231989535
V196,0.763553696616656,0.7301432233846664,-0.033410473231989535
V168,0.763553696616656,0.7301432233846664,-0.033410473231989535
V173,0.763553696616656,0.7301432233846664,-0.033410473231989535
V172,0.763553696616656,0.7301432233846664,-0.033410473231989535
V167,0.763553696616656,0.7301432233846664,-0.033410473231989535
V178,0.763553696616656,0.7301432233846664,-0.033410473231989535
V177,0.763553696616656,0.7301432233846664,-0.033410473231989535
V179,0.763553696616656,0.7301432233846664,-0.033410473231989535
V183,0.763553696616656,0.7301432233846664,-0.033410473231989535
V182,0.763553696616656,0.7301432233846664,-0.033410473231989535
V186,0.763553696616656,0.7301432233846664,-0.033410473231989535
V187,0.763553696616656,0.7301432233846664,-0.033410473231989535
V176,0.763553696616656,0.7301432233846664,-0.033410473231989535
V211,0.763553696616656,0.7301432233846664,-0.033410473231989535
V206,0.763553696616656,0.7301432233846664,-0.033410473231989535
V207,0.763553696616656,0.7301432233846664,-0.033410473231989535
V203,0.763553696616656,0.7301432233846664,-0.033410473231989535
V202,0.763553696616656,0.7301432233846664,-0.033410473231989535
V193,0.763553696616656,0.7301432233846664,-0.033410473231989535
V192,0.763553696616656,0.7301432233846664,-0.033410473231989535
V181,0.763553696616656,0.7301432233846664,-0.033410473231989535
V199,0.763553696616656,0.7301432233846664,-0.033410473231989535
V189,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V184,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V194,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V195,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V198,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V197,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V180,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V210,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V185,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V169,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V170,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V171,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V174,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V201,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V200,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V188,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V209,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V208,0.7632353439225116,0.7308517419887072,-0.03238360193380441
V175,0.7632353439225116,0.7308517419887072,-0.03238360193380441
id_31,0.7624513157449114,0.7303583446321328,-0.032092971112778645
DeviceType,0.7615572188166763,0.7297544262676858,-0.03180279254899043
id_02,0.7614522301622244,0.7296656147435024,-0.031786615418721964
id_28,0.7612727334304196,0.7300563854499094,-0.031216347980510206
id_29,0.7612727334304196,0.7300563854499094,-0.031216347980510206
id_11,0.7612727334304196,0.7300563854499094,-0.031216347980510206
id_36,0.7612608798726589,0.7296636411540761,-0.031597238718582776
id_38,0.7612608798726589,0.7296636411540761,-0.031597238718582776
id_15,0.7612608798726589,0.7296636411540761,-0.031597238718582776
id_35,0.7612608798726589,0.7296636411540761,-0.031597238718582776
id_37,0.7612608798726589,0.7296636411540761,-0.031597238718582776
V259,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V270,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V272,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V271,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V256,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V255,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V251,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V250,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V234,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V238,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V239,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V245,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V220,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V221,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V222,0.7605310393876791,0.7289945943385614,-0.03153644504911768
V227,0.7605310393876791,0.7289945943385614,-0.03153644504911768
id_12,0.7557608290716971,0.7199338452824305,-0.03582698378926652
id_01,0.7557608290716971,0.7199338452824305,-0.03582698378926652
dist1,0.596523520845328,0.5747427919580178,-0.021780728887310197
M5,0.5934940901547736,0.6110864412432824,0.017592351088508762
M7,0.5863531682866528,0.46382903978953643,-0.12252412849711641
M9,0.5863311545365258,0.46380140953756827,-0.12252974499895758
M8,0.5863311545365258,0.46380140953756827,-0.12252974499895758
D5,0.524674027161581,0.44282412752545436,-0.0818498996361266
M4,0.47658753005723575,0.4692110181550491,-0.007376511902186633
D2,0.4754919226470688,0.4633376160223884,-0.012154306624680422
V4,0.47293494090154775,0.348374058351145,-0.12456088255040276
V11,0.47293494090154775,0.348374058351145,-0.12456088255040276
V8,0.47293494090154775,0.348374058351145,-0.12456088255040276
V7,0.47293494090154775,0.348374058351145,-0.12456088255040276
V5,0.47293494090154775,0.348374058351145,-0.12456088255040276
V6,0.47293494090154775,0.348374058351145,-0.12456088255040276
D11,0.47293494090154775,0.348374058351145,-0.12456088255040276
V2,0.47293494090154775,0.348374058351145,-0.12456088255040276
V3,0.47293494090154775,0.348374058351145,-0.12456088255040276
V10,0.47293494090154775,0.348374058351145,-0.12456088255040276
V1,0.47293494090154775,0.348374058351145,-0.12456088255040276
V9,0.47293494090154775,0.348374058351145,-0.12456088255040276
M1,0.4590713584177194,0.348612862671727,-0.11045849574599242
M2,0.4590713584177194,0.348612862671727,-0.11045849574599242
M3,0.4590713584177194,0.348612862671727,-0.11045849574599242
D3,0.44514850814508755,0.400918903236884,-0.044229604908203546
M6,0.28678836319300977,0.3136803298262649,0.02689196663325516
V38,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V36,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V35,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V39,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V40,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V45,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V37,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V42,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V50,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V51,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V46,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V41,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V47,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V52,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V48,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V49,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V43,0.2861262573238053,0.1516782417686519,-0.1344480155551534
V44,0.2861262573238053,0.1516782417686519,-0.1344480155551534
D4,0.2860466691502693,0.151672321000373,-0.13437434814989627
P_emaildomain,0.1599485216920107,0.13655659958436206,-0.02339192210764865
V88,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V87,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V93,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V81,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V79,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V80,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V76,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V82,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V78,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V77,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V75,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V92,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V91,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V90,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V89,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V94,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V83,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V84,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V85,0.15098723202492634,0.023842933859097557,-0.12714429816582878
V86,0.15098723202492634,0.023842933859097557,-0.12714429816582878
D15,0.1509008703898127,0.023819250785981988,-0.12708161960383071
V59,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V62,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V67,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V68,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V69,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V61,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V64,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V65,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V60,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V55,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V54,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V71,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V73,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V70,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V74,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V72,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V66,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V63,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V53,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V58,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V57,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V56,0.13055169844549055,0.02545733000980874,-0.10509436843568182
V14,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V16,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V21,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V20,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V18,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V26,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V25,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V15,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V17,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V19,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V23,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V22,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V24,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V27,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V28,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V12,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V29,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V32,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V30,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V33,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V34,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V13,0.1288193856470349,0.02484551728765658,-0.10397386835937833
V31,0.1288193856470349,0.02484551728765658,-0.10397386835937833
D10,0.1287330240119213,0.0247586793528995,-0.1039743446590218
addr2,0.1112642666034477,0.1294852286699389,0.018220962066491195
addr1,0.1112642666034477,0.1294852286699389,0.018220962066491195
card2,0.015126833068039422,0.017079442895176745,0.0019526098271373232
card5,0.007212043214684865,0.008973911121373777,0.0017618679066889117
card4,0.00267043722694483,0.006090496969553436,0.0034200597426086057
card6,0.0026602770345785214,0.00593458340487595,0.0032743063702974284
card3,0.0026501168422122124,0.0059247154577444635,0.003274598615532251
V281,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V300,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V296,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V314,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V315,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V282,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V288,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V313,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V301,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V289,0.0021488806854743116,0.011902717829998953,0.009753837144524642
D1,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V283,0.0021488806854743116,0.011902717829998953,0.009753837144524642
V130,0.0005317167338368274,0.0,-0.0005317167338368274
V103,0.0005317167338368274,0.0,-0.0005317167338368274
V97,0.0005317167338368274,0.0,-0.0005317167338368274
V102,0.0005317167338368274,0.0,-0.0005317167338368274
V106,0.0005317167338368274,0.0,-0.0005317167338368274
V107,0.0005317167338368274,0.0,-0.0005317167338368274
V108,0.0005317167338368274,0.0,-0.0005317167338368274
V112,0.0005317167338368274,0.0,-0.0005317167338368274
V111,0.0005317167338368274,0.0,-0.0005317167338368274
V101,0.0005317167338368274,0.0,-0.0005317167338368274
V114,0.0005317167338368274,0.0,-0.0005317167338368274
V105,0.0005317167338368274,0.0,-0.0005317167338368274
V119,0.0005317167338368274,0.0,-0.0005317167338368274
V121,0.0005317167338368274,0.0,-0.0005317167338368274
V120,0.0005317167338368274,0.0,-0.0005317167338368274
V133,0.0005317167338368274,0.0,-0.0005317167338368274
V131,0.0005317167338368274,0.0,-0.0005317167338368274
V137,0.0005317167338368274,0.0,-0.0005317167338368274
V132,0.0005317167338368274,0.0,-0.0005317167338368274
V136,0.0005317167338368274,0.0,-0.0005317167338368274
V118,0.0005317167338368274,0.0,-0.0005317167338368274
V116,0.0005317167338368274,0.0,-0.0005317167338368274
V117,0.0005317167338368274,0.0,-0.0005317167338368274
V128,0.0005317167338368274,0.0,-0.0005317167338368274
V129,0.0005317167338368274,0.0,-0.0005317167338368274
V126,0.0005317167338368274,0.0,-0.0005317167338368274
V127,0.0005317167338368274,0.0,-0.0005317167338368274
V124,0.0005317167338368274,0.0,-0.0005317167338368274
V125,0.0005317167338368274,0.0,-0.0005317167338368274
V134,0.0005317167338368274,0.0,-0.0005317167338368274
V135,0.0005317167338368274,0.0,-0.0005317167338368274
V123,0.0005317167338368274,0.0,-0.0005317167338368274
V122,0.0005317167338368274,0.0,-0.0005317167338368274
V98,0.0005317167338368274,0.0,-0.0005317167338368274
V96,0.0005317167338368274,0.0,-0.0005317167338368274
V95,0.0005317167338368274,0.0,-0.0005317167338368274
V99,0.0005317167338368274,0.0,-0.0005317167338368274
V100,0.0005317167338368274,0.0,-0.0005317167338368274
V113,0.0005317167338368274,0.0,-0.0005317167338368274
V110,0.0005317167338368274,0.0,-0.0005317167338368274
V109,0.0005317167338368274,0.0,-0.0005317167338368274
V115,0.0005317167338368274,0.0,-0.0005317167338368274
V104,0.0005317167338368274,0.0,-0.0005317167338368274
V285,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V286,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V287,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V297,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V290,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V291,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V284,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V280,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V279,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V299,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V298,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V310,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V311,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V312,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V307,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V308,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V306,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V295,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V302,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V303,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V304,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V305,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V293,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V294,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V292,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V316,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V309,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V321,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V320,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V318,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V317,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
V319,2.0320384732617603e-05,5.920768278891869e-06,-1.4399616453725733e-05
C8,0.0,5.920768278891869e-06,5.920768278891869e-06
C3,0.0,5.920768278891869e-06,5.920768278891869e-06
C4,0.0,5.920768278891869e-06,5.920768278891869e-06
C7,0.0,5.920768278891869e-06,5.920768278891869e-06
C9,0.0,5.920768278891869e-06,5.920768278891869e-06
C12,0.0,5.920768278891869e-06,5.920768278891869e-06
C2,0.0,5.920768278891869e-06,5.920768278891869e-06
C6,0.0,5.920768278891869e-06,5.920768278891869e-06
C5,0.0,5.920768278891869e-06,5.920768278891869e-06
C14,0.0,5.920768278891869e-06,5.920768278891869e-06
C11,0.0,5.920768278891869e-06,5.920768278891869e-06
C10,0.0,5.920768278891869e-06,5.920768278891869e-06
C13,0.0,0.009370602596059532,0.009370602596059532
card1,0.0,0.0,0.0
TransactionAmt,0.0,0.0,0.0
ProductCD,0.0,0.0,0.0
has_identity_join,0.0,0.0,0.0
TransactionDT,0.0,0.0,0.0
TransactionID,0.0,0.0,0.0
C1,0.0,5.920768278891869e-06,5.920768278891869e-06
isFraud,0.0,,
week,0.0,,
