origin,day,rows,amt_median,identity_rate,C9_median,amt_median_rolling_7d,amt_median_rolling_30d,identity_rate_rolling_7d,identity_rate_rolling_30d,C9_median_rolling_7d,C9_median_rolling_30d
train,31,2982,59.0,0.2676056338028169,1.0,66.56157142857143,72.96849999999999,0.38567593445826265,0.4163045783241656,0.7142857142857143,0.6
train,32,2387,59.0,0.2375366568914956,1.0,64.27585714285713,72.67016666666667,0.3161614667235502,0.4166710817218893,0.8571428571428571,0.6
train,33,3403,67.95,0.2259770790478989,1.0,65.52114285714285,72.96849999999999,0.2857321822216761,0.4149986731360027,1.0,0.6
train,34,4264,72.99,0.16158536585365854,1.0,67.11999999999999,73.13649999999998,0.25597659491684904,0.4120597776667705,1.0,0.6
train,35,3830,59.0,0.20052219321148826,1.0,65.84142857142857,72.81983333333332,0.2356601803987852,0.4088464407502749,1.0,0.6
train,36,3571,67.95,0.2212265471856623,1.0,64.83428571428571,72.809,0.22761464031751802,0.4053696142404471,1.0,0.6
train,37,3030,59.0,0.20396039603960395,1.0,63.55571428571428,72.47733333333333,0.21691626743323206,0.4000887026310611,1.0,0.6
train,38,2544,59.0,0.20479559748427673,1.0,63.55571428571428,72.044,0.20794340510201206,0.3952206322329584,1.0,0.6
train,39,3017,59.45,0.1925754060324826,1.0,63.62,71.76066666666665,0.2015203692650102,0.38884226956227247,1.0,0.6
train,40,2914,67.95,0.1719286204529856,1.0,63.62,72.059,0.1937991608943083,0.3808722076122051,1.0,0.6
train,41,2962,68.5,0.17319378798109386,1.0,62.97857142857142,72.059,0.19545750691251332,0.3727377935525489,1.0,0.6
train,42,2881,77.0,0.10725442554668518,1.0,65.55,72.19399999999999,0.18213354010325575,0.36248809316811403,1.0,0.6
train,43,3606,75.0,0.16084303937881309,1.0,66.55714285714285,72.19399999999999,0.1735073247022773,0.353920131049392,1.0,0.6
train,44,2786,59.736000000000004,0.16475233309404164,1.0,66.66228571428572,71.6852,0.16790617285291126,0.34535429563880654,1.0,0.6
train,45,2300,59.0,0.1865217391304348,1.0,66.66228571428572,71.0852,0.16529562165950523,0.3368782688528352,1.0,0.6333333333333333
train,46,2786,59.95,0.16403445800430724,1.0,66.73371428571429,70.58353333333334,0.1612183433697659,0.32680080473621576,1.0,0.6666666666666666
train,47,2971,59.95,0.14978121844496803,1.0,65.59085714285713,70.5744,0.15805442879719195,0.31566561013422806,1.0,0.7
train,48,3062,72.99,0.13128674069235793,1.0,66.23228571428571,70.2424,0.152067707755944,0.30335427887052663,1.0,0.7333333333333333
train,49,3053,67.95,0.15722240419259745,1.0,64.93942857142856,69.57573333333333,0.15920599041964573,0.29124673275862106,1.0,0.7666666666666667
train,50,3336,77.0,0.1711630695443645,1.0,65.22514285714286,68.90906666666666,0.16068028044329594,0.27891424877190196,1.0,0.8
train,51,2826,59.0,0.18577494692144372,1.0,65.11999999999999,67.5424,0.16368351099006767,0.2670573077447928,1.0,0.8333333333333334
train,52,2333,59.0,0.1937419631375911,1.0,65.11999999999999,66.24323333333334,0.16471497156251855,0.2549611797598676,1.0,0.8666666666666667
train,53,2908,67.95,0.1468363136176066,1.0,66.26285714285714,65.94156666666667,0.1622580937929899,0.24129305324739367,1.0,0.9
train,54,2798,59.0,0.1701215153681201,1.0,66.12714285714286,65.34156666666667,0.16516385049629734,0.22607891194872723,1.0,0.9333333333333333
train,55,2771,59.0,0.17466618549260196,1.0,64.12857142857142,64.80823333333333,0.17136091403918935,0.20776318709733121,1.0,0.9666666666666667
train,56,2789,59.0,0.20652563642882754,1.0,62.85,64.80046666666667,0.17840423293007937,0.20001463929292485,1.0,1.0
train,57,3274,67.95,0.17287721441661577,1.0,61.55714285714286,65.00553333333333,0.17864911076897236,0.19344806387389715,1.0,1.0
train,58,2681,59.0,0.1835136143230138,1.0,61.55714285714286,64.7072,0.178326063254911,0.18814061452339975,1.0,1.0
train,59,2402,59.0,0.22231473771856786,1.0,61.55714285714286,64.17386666666667,0.18240788819505052,0.18629959485553424,1.0,1.0
train,60,2932,59.0,0.17257844474761255,1.0,60.278571428571425,63.87553333333334,0.1860853354993371,0.18275724280613445,1.0,1.0
train,61,3111,64.046,0.17357762777242045,1.0,60.99942857142857,64.04373333333334,0.18657906584280856,0.1796229759384546,1.0,1.0
train,62,3057,67.95,0.18580307491004253,1.0,62.278,64.34206666666667,0.18817005004530007,0.17789852320573948,1.0,1.0
train,63,3975,77.0,0.15446540880503146,1.0,64.84942857142856,64.64373333333334,0.18073287467047208,0.17551480086431057,1.0,1.0
train,64,4317,77.338,0.1762798239518184,1.0,66.19057142857142,64.78866666666667,0.18121896174692959,0.17600461613424923,1.0,1.0
train,65,3209,59.95,0.1748208164537239,1.0,66.3262857142857,64.82033333333334,0.17997713347988817,0.1751479035756571,1.0,1.0
train,66,2584,59.0,0.17879256965944273,1.0,66.3262857142857,64.522,0.17375968090001317,0.17373343765811647,1.0,1.0
train,67,3223,59.0,0.17033819422897922,1.0,66.32628571428572,64.522,0.17343964511163695,0.1726126975977623,1.0,1.0
train,68,3158,63.97,0.14914502849905004,1.0,66.31542857142857,64.68766666666667,0.16994927378686978,0.1707576786315881,1.0,1.0
train,69,3130,68.5,0.16293929712460065,1.0,66.394,64.98933333333333,0.16668301981752093,0.16976980833465868,1.0,1.0
train,70,2913,59.0,0.22210779265362168,1.0,63.822571428571436,64.691,0.17634621751017668,0.1714424474080132,1.0,1.0
train,71,3267,67.95,0.21640648913376187,1.0,62.481428571428566,64.67266666666667,0.18207859825045428,0.17288287077976883,1.0,1.0
train,72,2744,59.0,0.19059766763848396,1.0,62.34571428571429,64.07266666666668,0.18433243413399145,0.17566097884949544,1.0,1.0
train,73,2304,59.0,0.22743055555555555,1.0,62.34571428571429,63.53933333333334,0.19128071783343614,0.17788056272205352,1.0,1.0
train,74,3122,59.0,0.19955156950672645,1.0,62.34571428571429,63.51480000000001,0.1954540571588286,0.17904053726914299,1.0,1.0
train,75,3054,63.95,0.21938441388343158,1.0,62.34285714285714,63.67980000000001,0.2054882550708831,0.18013595976090954,1.0,1.0
train,76,3456,68.5,0.2662037037037037,1.0,62.34285714285714,63.964800000000004,0.22024031315361212,0.18354160128422278,1.0,1.0
train,77,3006,59.0,0.21190951430472388,1.0,62.34285714285714,63.93313333333333,0.2187834162466267,0.18561254447954798,1.0,1.0
train,78,3166,61.789,0.22646873025900188,1.0,61.462714285714284,63.55976666666667,0.22022087926451814,0.18878527746510276,1.0,1.0
train,79,2688,59.0,0.20200892857142858,1.0,61.462714285714284,63.26143333333333,0.22185105939779595,0.19027816161106384,1.0,1.0
train,80,2204,58.95,0.20916515426497279,1.0,61.455571428571425,62.65976666666667,0.21924171635628412,0.19154489776841738,1.0,1.0
train,81,2863,59.0,0.1830247991617185,1.0,61.455571428571425,62.65976666666667,0.2168807491641401,0.19145322617642657,1.0,1.0
train,82,2970,59.0,0.17845117845117844,1.0,60.74842857142857,62.65976666666667,0.21103314410238966,0.19094353335354616,1.0,1.0
train,83,2934,67.067,0.1687116564417178,1.0,60.54371428571428,62.630333333333326,0.1971057087792488,0.1916727114476832,1.0,1.0
train,84,3350,82.95,0.18895522388059702,1.0,63.96514285714286,63.42866666666667,0.19382652443294496,0.19230050173143243,1.0,1.0
train,85,3574,82.0,0.19390039171796306,1.0,66.85242857142858,64.19533333333334,0.18917390464136805,0.19294164193894445,1.0,1.0
train,86,2661,73.95,0.19428786170612553,1.0,68.98814285714285,64.69366666666666,0.18807089508918187,0.1925337161148544,1.0,1.0
train,87,2549,75.0,0.18673989799921537,1.0,71.28099999999999,64.92866666666666,0.18486728705121652,0.19299580556760768,1.0,1.0
train,88,3021,77.95,0.13869579609400862,1.0,73.98814285714286,65.56033333333333,0.178534572327258,0.19150187829330753,1.0,1.0
train,89,3226,77.0,0.1633601983880967,1.0,76.55957142857142,66.16033333333334,0.17637871803253202,0.18953672698229182,1.0,1.0
train,90,3353,87.0,0.1550849985087981,1.0,79.40714285714284,67.09366666666666,0.17443205261354347,0.18895361210766468,1.0,1.0
train,91,4007,82.0,0.1679560768654854,1.0,79.27142857142857,67.69213333333333,0.17143217446852752,0.18876622707743354,1.0,1.0
train,92,6252,87.99,0.10412667946257198,1.0,80.12714285714286,68.36013333333334,0.15860735843204307,0.18604368056251783,1.0,1.0
train,93,4524,77.0,0.1206896551724138,1.0,80.56285714285715,68.36013333333334,0.14809332892722712,0.18491782210809726,1.0,1.0
train,94,2931,66.945,0.16308427157966565,1.0,79.41214285714285,68.0137,0.14471395372443435,0.18447797036235883,1.0,1.0
train,95,3711,77.0,0.13096200485044462,1.0,79.27642857142857,68.58203333333333,0.14360912640392517,0.18301600997558284,1.0,1.0
train,96,3243,80.721,0.1541782300339192,1.0,79.80799999999999,69.30606666666667,0.14229741663904266,0.1821955319880654,1.0,1.0
train,97,3102,72.95,0.16731141199226304,1.0,77.80085714285714,69.77106666666666,0.14404404713668054,0.18209463924684152,1.0,1.0
train,98,3666,77.95,0.16666666666666666,1.0,77.22228571428572,70.23706666666666,0.14385984567970642,0.18267869385242877,1.0,1.0
train,99,3301,77.0,0.17903665555892154,1.0,75.65228571428572,70.52040000000001,0.15456127083632779,0.1832152724669061,1.0,1.0
train,100,3052,69.975,0.14613368283093053,1.0,74.64871428571428,70.88623333333334,0.15819613193040163,0.1806828021394831,1.0,1.0
train,101,2500,59.0,0.1752,1.0,73.51371428571429,70.5879,0.15992695027616363,0.17930925250169102,1.0,1.0
train,102,3166,67.95,0.17277321541377133,1.0,72.22085714285714,70.88623333333332,0.16589998035663892,0.1787151040942006,1.0,1.0
train,103,3101,67.95,0.17542728152208964,1.0,70.39642857142857,71.18456666666665,0.16893555914066324,0.17698166162641846,1.0,1.0
train,104,3115,77.0,0.17495987158908508,1.0,70.975,71.78456666666666,0.17002819622592352,0.17616193836249702,1.0,1.0
train,105,3034,72.0,0.2079762689518787,1.0,70.125,72.0529,0.17592956798095383,0.17578166686477859,1.0,1.0
train,106,3221,67.067,0.23036324122943186,1.0,68.706,72.00513333333333,0.18326193736245533,0.17458698478230283,1.0,1.0
train,107,2809,63.95,0.2381630473478106,1.0,67.84528571428571,72.17013333333333,0.19640898943629534,0.1754621025504057,1.0,1.0
train,108,2287,59.0,0.2125054656755575,1.0,67.84528571428571,72.07716666666667,0.20173834167566065,0.17499666039762424,1.0,1.0
train,109,3151,69.95,0.1923198984449381,1.0,68.131,72.44216666666665,0.2045307249658274,0.17467369272674124,1.0,1.0
train,110,3018,67.95,0.16500994035785288,1.0,68.131,72.74216666666666,0.20304253337093642,0.17320185226317056,1.0,1.0
train,111,3180,72.97,0.16886792452830188,1.0,67.5552857142857,73.20783333333333,0.2021722552193959,0.1727299564420567,1.0,1.0
train,112,3225,59.755,0.222015503875969,1.0,65.806,73.23299999999999,0.2041778602085517,0.17418210062288306,1.0,1.0
train,113,3227,77.0,0.23303377750232415,1.0,67.22500000000001,73.5641,0.20455936539039343,0.1763261713249033,1.0,1.0
train,114,2758,62.052,0.2425670775924583,1.0,66.95385714285715,72.8675,0.20518851256820025,0.17811323311529867,1.0,1.0
train,115,2461,59.0,0.24055262088581877,1.0,66.95385714285715,72.10083333333334,0.20919524902680903,0.17966830742089382,1.0,1.0
train,116,3111,67.95,0.22790099646415943,1.0,66.66814285714285,71.90083333333332,0.21427826302955494,0.1807887452461616,1.0,1.0
train,117,3042,67.127,0.26528599605522685,1.0,66.55057142857143,71.6384,0.22860341384346552,0.18340694851469536,1.0,1.0
train,118,3179,59.0,0.255426234664989,1.0,64.55485714285714,71.00673333333333,0.24096888672013508,0.187297963133728,1.0,1.0
train,119,3300,67.95,0.2693939393939394,1.0,65.72557142857143,70.70506666666665,0.24773723465127365,0.19083242116725607,1.0,1.0
train,120,3941,81.446,0.18345597564070032,1.0,66.36071428571428,70.51993333333333,0.2406546915281846,0.19177812040498615,1.0,1.0
train,121,3017,75.0,0.18760357971494862,1.0,68.21042857142857,70.28659999999999,0.23280276325996893,0.19243303716663493,1.0,1.0
train,122,2507,59.0,0.22177901874750697,1.0,68.21042857142857,69.32026666666667,0.23012082009735296,0.19635478180946608,1.0,1.0
train,123,3390,77.95,0.15663716814159293,1.0,69.639,69.35193333333333,0.21994027319412918,0.19755303224177206,1.0,1.0
train,124,4202,77.95,0.13374583531651593,1.0,71.18514285714285,69.71876666666665,0.20114882166002765,0.19657508436633372,1.0,1.0
train,125,3467,75.374,0.15690798961638305,1.0,73.52428571428571,69.66456666666666,0.18707478665308389,0.19743995052519833,1.0,1.0
train,126,3051,73.0,0.18977384464110128,1.0,74.24571428571429,69.40720000000002,0.17570048740267843,0.19862647101210443,1.0,1.0
train,127,3335,73.95,0.17901049475262368,1.0,73.17485714285715,69.44053333333333,0.1750654187043818,0.19901644043744982,1.0,1.0
train,128,2507,63.95,0.17550857598723574,1.0,71.59628571428571,68.97386666666667,0.17333756102899422,0.19931117074813542,1.0,1.0
train,129,2348,59.0,0.20059625212947188,1.0,71.59628571428571,68.37386666666667,0.17031145151213206,0.20002982396715377,1.0,1.0
train,130,2807,62.95,0.16458852867830423,1.0,69.45342857142857,68.1397,0.1714473601602337,0.20064498549539955,1.0,1.0
train,131,2822,59.95,0.18072289156626506,1.0,66.88199999999999,68.17136666666667,0.17815836819591216,0.20082908188094173,1.0,1.0
train,132,2752,68.225,0.16787790697674418,1.0,65.86071428571428,68.18053333333334,0.17972549924739228,0.20066590493304082,1.0,1.0
train,133,2687,59.0,0.1935243766282099,1.0,63.86071428571428,67.8822,0.18026128953126497,0.20126914143657812,1.0,1.0
train,134,2937,73.5,0.195097037793667,1.0,63.79642857142858,67.76553333333334,0.18255936710855686,0.20194038031006423,1.0,1.0
train,135,2429,59.0,0.18773157678056812,1.0,63.089285714285715,67.3322,0.1843055100790329,0.20126555723768721,1.0,1.0
train,136,2048,59.0,0.2255859375,1.0,63.089285714285715,67.0633,0.18787546513196549,0.2011063137800395,1.0,1.0
train,137,2914,59.0,0.1602608098833219,1.0,62.525,66.8983,0.18725721958982516,0.19850957253122323,1.0,1.0
train,138,2846,59.0,0.18236120871398454,1.0,62.38928571428572,66.8983,0.18749126489664222,0.19750476396583744,1.0,1.0
train,139,2769,67.95,0.1668472372697725,1.0,62.35,66.83163333333333,0.18734402636707484,0.19665567525999858,1.0,1.0
train,140,2629,60.0,0.20197793837961203,1.0,62.49285714285714,66.56663333333333,0.18855167804584658,0.19788794186072386,1.0,1.0
train,141,3000,69.95,0.18633333333333332,1.0,61.98571428571428,66.46596666666667,0.18729972026579889,0.19847012215422494,1.0,1.0
train,142,2391,67.95,0.15725637808448348,1.0,63.26428571428571,66.73913333333334,0.18294612045207254,0.19631148462784206,1.0,1.0
train,143,2064,59.0,0.18604651162790697,1.0,63.26428571428571,66.13913333333333,0.1772976310417735,0.19474524243202815,1.0,1.0
train,144,2718,67.95,0.1434878587196468,1.0,64.54285714285713,66.33573333333334,0.1749014951612485,0.19144260180293446,1.0,1.0
train,145,2668,72.97,0.15967016491754124,1.0,66.53857142857143,66.8014,0.1716599174760423,0.18874651993732522,1.0,1.0
train,146,2990,75.0,0.17692307692307693,1.0,67.54571428571428,67.0364,0.1730993231408001,0.18704725595262248,1.0,1.0
train,147,2718,75.0,0.18543046357615894,1.0,69.68857142857144,67.29883333333333,0.17073539816887823,0.18438540486998692,1.0,1.0
train,148,3060,72.625,0.20718954248366014,1.0,70.07071428571429,67.753,0.1737148566189249,0.18277751513060927,1.0,1.0
train,149,2289,77.0,0.1402359108781127,1.0,71.36357142857143,68.05466666666668,0.17128336130372906,0.17847224751341503,1.0,1.0
train,150,2209,59.0,0.1706654594839294,1.0,71.36357142857143,67.30646666666668,0.16908606814030375,0.178045896974856,1.0,1.0
train,151,3101,72.99,0.18123186069009997,1.0,72.08357142857143,67.23946666666667,0.17447806842179706,0.17783350634069442,1.0,1.0
train,152,3896,77.0,0.13860369609856263,1.0,72.65928571428572,67.83946666666667,0.17146857287622866,0.17506099558572957,1.0,1.0
train,153,3105,67.95,0.178743961352657,1.0,71.65214285714286,67.50613333333334,0.17172869922331155,0.17579788869276505,1.0,1.0
train,154,3783,77.0,0.13851440655564368,1.0,71.93785714285714,67.47446666666666,0.16502640536323793,0.17595684106740264,1.0,1.0
train,155,3352,75.0,0.18287589498806683,1.0,72.27714285714286,67.462,0.16155302714958175,0.17682243791312544,1.0,1.0
train,156,2575,70.702,0.16310679611650486,1.0,71.37742857142857,67.3854,0.1648202964693521,0.17593353629563888,1.0,1.0
train,157,2259,59.0,0.18813634351482958,1.0,71.37742857142857,66.88706666666667,0.16731613704519496,0.1762377312543791,1.0,1.0
train,158,3048,59.0,0.18110236220472442,1.0,69.37885714285714,66.72206666666666,0.16729763726156982,0.17642419079496202,1.0,1.0
train,159,2845,62.218,0.18734622144112478,1.0,67.26714285714286,66.82933333333334,0.17426085516765014,0.17598252310535048,1.0,1.0
train,160,2878,67.95,0.21646977067407921,1.0,67.26714285714286,66.99600000000001,0.1796502564992819,0.17771189783854296,1.0,1.0
train,161,2854,67.95,0.23335669236159776,1.0,65.97428571428571,67.26266666666668,0.19319915447156105,0.17946635786505405,1.0,1.0
train,162,3233,77.0,0.25796473863284874,1.0,66.26,67.55516666666666,0.20392613213510136,0.18246925225359084,1.0,1.0
train,163,2880,63.414,0.2982638888888889,1.0,65.21885714285715,67.7023,0.22323428824544192,0.18596056932894683,1.0,1.0
train,164,2988,77.0,0.4042838018741633,1.0,67.79028571428572,67.81896666666667,0.2541124965824896,0.19293346146496335,1.0,1.0
train,165,3038,63.97,0.22317314022383147,1.0,68.50028571428571,67.98463333333333,0.2601226077280763,0.19411484691307215,1.0,1.0
train,166,2931,59.759,0.20709655407710678,1.0,68.149,68.00993333333334,0.26294408381893086,0.19349853413230905,1.0,1.0
train,167,3020,67.95,0.20364238410596028,1.0,68.14899999999999,68.30826666666667,0.2611116000234853,0.194944586606397,1.0,1.0
train,168,2948,67.505,0.2157394843962008,1.0,68.08542857142858,68.59176666666667,0.25859485602842863,0.1960571957958042,1.0,1.0
train,169,3191,67.136,0.20275775618928235,1.0,66.6762857142857,68.56463333333333,0.25070814425077625,0.19725421309312116,1.0,1.0
train,170,2409,59.0,0.2129514321295143,1.0,66.04571428571428,68.53130000000002,0.23852065042800846,0.19761999621811793,1.0,1.0
train,171,2795,89.453,0.3892665474060823,1.0,67.82471428571428,69.1814,0.23637532836113978,0.20438443668720954,1.0,1.0
train,172,3160,75.0,0.2417721518987342,1.0,69.40042857142858,69.41640000000001,0.239032330028983,0.2072016291476846,1.0,1.0
train,173,2866,59.0,0.20341939986043267,1.0,69.292,69.41640000000001,0.23850702228374385,0.2077807254221021,1.0,1.0
train,174,2837,75.0,0.1797673598872048,1.0,70.29914285714285,69.6514,0.23509630453820735,0.2089900421276874,1.0,1.0
train,175,2683,68.95,0.19008572493477452,1.0,70.50557142857143,69.5174,0.23143148175800357,0.2100038941282618,1.0,1.0
train,176,3032,75.0,0.2011873350923483,1.0,71.62899999999999,69.5174,0.23120713588701297,0.2108127027339042,1.0,1.0
train,177,2364,59.0,0.17554991539763112,1.0,71.62899999999999,68.98406666666666,0.22586406206817258,0.21048335112795327,1.0,1.0
train,178,2068,59.0,0.21711798839458413,1.0,67.27857142857142,68.5299,0.2012714107808157,0.21081429932498405,1.0,1.0
train,179,2177,59.0,0.16214974735875057,1.0,64.99285714285715,67.9299,0.189896781560818,0.21154476054100527,1.0,1.0
train,180,2618,75.0,0.18105423987776928,1.0,67.27857142857142,68.46323333333333,0.18670175870615183,0.21189105322079996,1.0,1.0
train,181,2739,77.0,0.17926250456370937,1.0,67.56428571428572,68.5969,0.186629636517081,0.21182540801658697,1.0,1.0
train,182,2754,77.95,0.18373275236020334,1.0,68.85,68.62856666666667,0.185722069006428,0.21332970989197497,1.0,1.0
test,213,2243,77.0,0.12572447614801605,1.0,77.0,77.0,0.12572447614801605,0.12572447614801605,1.0,1.0
test,214,2983,77.0,0.12470667113643982,1.0,77.0,77.0,0.12521557364222793,0.12521557364222793,1.0,1.0
test,215,3608,77.95,0.11086474501108648,1.0,77.31666666666666,77.31666666666666,0.12043196409851413,0.12043196409851413,1.0,1.0
test,216,2385,67.95,0.13417190775681342,1.0,74.975,74.975,0.12386695001308895,0.12386695001308895,1.0,1.0
test,217,2368,60.0,0.20523648648648649,1.0,71.97999999999999,71.97999999999999,0.14014085730776846,0.14014085730776846,1.0,1.0
test,218,2878,77.0,0.18519805420430854,1.0,72.81666666666666,72.81666666666666,0.14765039012385847,0.14765039012385847,1.0,1.0
test,219,2248,77.0,0.14991103202846975,1.0,73.41428571428571,73.41428571428571,0.14797333896737436,0.14797333896737436,1.0,1.0
test,220,2112,67.95,0.16145833333333334,1.0,72.12142857142857,72.73124999999999,0.153078175708134,0.14965896326311923,1.0,1.0
test,221,2460,74.47,0.1491869918699187,1.0,71.75999999999999,72.92444444444443,0.15657536438434527,0.14960652199720806,1.0,1.0
test,222,2534,59.0,0.17363851617995266,1.0,69.05285714285715,71.532,0.16554304597989758,0.15200972141548252,1.0,1.0
test,223,2537,63.97,0.19038234134804888,1.0,68.48428571428572,70.84454545454545,0.1735731079215026,0.1554981414093522,1.0,1.0
test,224,2525,67.95,0.17306930693069306,1.0,69.61999999999999,70.60333333333334,0.16897779655638925,0.15696240520279728,1.0,1.0
test,225,2924,77.0,0.1880984952120383,1.0,69.61999999999999,71.09538461538462,0.16939214527177926,0.15935748904966196,1.0,1.0
test,226,2476,67.95,0.19668820678513732,1.0,68.32714285714285,70.87071428571429,0.17607459880844603,0.1620239688879102,1.0,1.0
test,227,2040,59.0,0.19509803921568628,1.0,67.04857142857142,70.07933333333334,0.18088027107735358,0.16422890690976197,1.0,1.0
test,228,2833,78.97,0.24708789269325804,1.0,67.69142857142857,70.635,0.19486611405211637,0.16940759352123044,1.0,1.0
test,229,2785,82.95,0.2678635547576302,1.0,71.11285714285715,71.3594117647059,0.20832683384892745,0.17519912065278337,1.0,1.0
test,230,2769,82.95,0.20693391115926327,1.0,73.82428571428571,72.00333333333334,0.21069134382195803,0.17696216456981004,1.0,1.0
test,231,2566,75.0,0.22954014029618083,1.0,74.83142857142856,72.16105263157895,0.21875860573131342,0.17972942645014536,1.0,1.0
test,232,2688,76.06200000000001,0.19382440476190477,1.0,74.69742857142857,72.35610000000001,0.21957659280986577,0.1804341753657333,1.0,1.0
test,233,2272,67.95,0.19102112676056338,1.0,74.69742857142857,72.14628571428572,0.21876700994921242,0.18093831590834428,1.0,1.0
test,234,1970,59.0,0.17918781725888325,1.0,74.69742857142857,71.54872727272729,0.21649412109824057,0.18085874778791425,1.0,1.0
test,235,2444,64.42,0.1788052373158756,1.0,72.61885714285714,71.23878260869567,0.20673945604432875,0.1807694647239126,1.0,1.0
test,236,2567,67.95,0.20841449162446435,1.0,70.476,71.10175,0.19824673273959076,0.18192134084476885,1.0,1.0
test,237,2450,76.911,0.156734693877551,1.0,69.61328571428571,71.33412,0.19107541598506048,0.18091387496608013,1.0,1.0
test,238,2448,72.0,0.20383986928104575,1.0,69.18471428571429,71.35973076923077,0.187403948697184,0.1817956439781942,1.0,1.0
test,239,2723,68.95,0.2159383033419023,1.0,68.16871428571429,71.27048148148148,0.1905630770657551,0.1830601869175908,1.0,1.0
test,240,2241,68.95,0.22043730477465417,1.0,68.31157142857143,71.18760714285715,0.1947653882106252,0.1843950839839145,1.0,1.0
test,241,2075,59.0,0.22120481927710844,1.0,68.31157142857143,70.76734482758621,0.20076781707037167,0.18566438520092118,1.0,1.0
