window_days,period_index,rows,fraud_rate,identity_missing,first_day,last_day,mid_day
1,44,2300,0.043478260869565216,0.8134782608695652,44,44,44.0
1,45,2786,0.04199569274946159,0.8359655419956927,45,45,45.0
1,46,2971,0.030629417704476608,0.8502187815550319,46,46,46.0
1,47,3062,0.03755715218811234,0.8687132593076421,47,47,47.0
1,48,3053,0.03963314772355061,0.8427775958074025,48,48,48.0
1,49,3336,0.05245803357314149,0.8288369304556356,49,49,49.0
1,50,2826,0.052370842179759375,0.8142250530785563,50,50,50.0
1,51,2333,0.0488641234462066,0.8062580368624089,51,51,51.0
1,52,2908,0.027166437414030263,0.8531636863823934,52,52,52.0
1,53,2798,0.040028591851322376,0.8298784846318799,53,53,53.0
1,54,2771,0.02742692168892097,0.8253338145073981,54,54,54.0
1,55,2789,0.05665112943707422,0.7934743635711725,55,55,55.0
1,56,3274,0.03329260843005498,0.8271227855833843,56,56,56.0
1,57,2681,0.03804550540842969,0.8164863856769862,57,57,57.0
1,58,2402,0.06994171523730225,0.7776852622814321,58,58,58.0
1,59,2932,0.036834924965893585,0.8274215552523875,59,59,59.0
1,60,3111,0.03600128576020572,0.8264223722275795,60,60,60.0
1,61,3057,0.053974484789008834,0.8141969250899574,61,61,61.0
1,62,3975,0.041006289308176104,0.8455345911949685,62,62,62.0
1,63,4317,0.054204308547602505,0.8237201760481816,63,63,63.0
1,64,3209,0.05702711124961047,0.8251791835462761,64,64,64.0
1,65,2584,0.03289473684210526,0.8212074303405572,65,65,65.0
1,66,3223,0.03723239218119764,0.8296618057710208,66,66,66.0
1,67,3158,0.035148828372387586,0.8508549715009499,67,67,67.0
1,68,3130,0.03769968051118211,0.8370607028753994,68,68,68.0
1,69,2913,0.049776862341228974,0.7778922073463783,69,69,69.0
1,70,3267,0.04652586470768289,0.7835935108662382,70,70,70.0
1,71,2744,0.034256559766763846,0.809402332361516,71,71,71.0
1,72,2304,0.05859375,0.7725694444444444,72,72,72.0
1,73,3122,0.03843689942344651,0.8004484304932735,73,73,73.0
1,74,3054,0.03601833660772757,0.7806155861165684,74,74,74.0
1,75,3456,0.041666666666666664,0.7337962962962963,75,75,75.0
1,76,3006,0.041583499667332005,0.7880904856952762,76,76,76.0
1,77,3166,0.03158559696778269,0.7735312697409982,77,77,77.0
1,78,2688,0.04203869047619048,0.7979910714285714,78,78,78.0
1,79,2204,0.029945553539019964,0.7908348457350272,79,79,79.0
1,80,2863,0.03667481662591687,0.8169752008382816,80,80,80.0
1,81,2970,0.03198653198653199,0.8215488215488216,81,81,81.0
1,82,2934,0.027607361963190184,0.8312883435582822,82,82,82.0
1,83,3350,0.03462686567164179,0.811044776119403,83,83,83.0
1,84,3574,0.052322327923894796,0.806099608282037,84,84,84.0
1,85,2661,0.04697482149567832,0.8057121382938744,85,85,85.0
1,86,2549,0.03883876029815614,0.8132601020007846,86,86,86.0
1,87,3021,0.024826216484607744,0.8613042039059914,87,87,87.0
1,88,3226,0.035337879727216366,0.8366398016119033,88,88,88.0
1,89,3353,0.0393677303906949,0.8449150014912019,89,89,89.0
1,90,4007,0.04492138757174944,0.8320439231345146,90,90,90.0
1,91,6252,0.023512476007677544,0.8958733205374281,91,91,91.0
1,92,4524,0.033377541998231654,0.8793103448275862,92,92,92.0
1,93,2931,0.027635619242579325,0.8369157284203343,93,93,93.0
1,94,3711,0.04042037186742118,0.8690379951495554,94,94,94.0
1,95,3243,0.028060437866173297,0.8458217699660808,95,95,95.0
1,96,3102,0.043520309477756286,0.8326885880077369,96,96,96.0
1,97,3666,0.03518821603927987,0.8333333333333334,97,97,97.0
1,98,3301,0.03180854286579824,0.8209633444410784,98,98,98.0
1,99,3052,0.0327653997378768,0.8538663171690695,99,99,99.0
1,100,2500,0.0272,0.8248,100,100,100.0
1,101,3166,0.03316487681617183,0.8272267845862287,101,101,101.0
1,102,3101,0.03128023218316672,0.8245727184779104,102,102,102.0
1,103,3115,0.03563402889245586,0.8250401284109149,103,103,103.0
1,104,3034,0.043506921555702044,0.7920237310481213,104,104,104.0
1,105,3221,0.04719031356721515,0.7696367587705681,105,105,105.0
1,106,2809,0.04521181915272339,0.7618369526521894,106,106,106.0
1,107,2287,0.04197638828159161,0.7874945343244425,107,107,107.0
1,108,3151,0.04220882259600127,0.8076801015550619,108,108,108.0
1,109,3018,0.03876739562624255,0.8349900596421471,109,109,109.0
1,110,3180,0.03207547169811321,0.8311320754716981,110,110,110.0
1,111,3225,0.04310077519379845,0.777984496124031,111,111,111.0
1,112,3227,0.049891540130151846,0.7669662224976759,112,112,112.0
1,113,2758,0.05438723712835388,0.7574329224075417,113,113,113.0
1,114,2461,0.056481105241771634,0.7594473791141813,114,114,114.0
1,115,3111,0.05239472838315654,0.7720990035358406,115,115,115.0
1,116,3042,0.06377383300460224,0.7347140039447732,116,116,116.0
1,117,3179,0.03680402642340359,0.7445737653350111,117,117,117.0
1,118,3300,0.04393939393939394,0.7306060606060606,118,118,118.0
1,119,3941,0.04592742958639939,0.8165440243592996,119,119,119.0
1,120,3017,0.04010606562810739,0.8123964202850513,120,120,120.0
1,121,2507,0.025528520143597924,0.7782209812524931,121,121,121.0
1,122,3390,0.03775811209439528,0.8433628318584071,122,122,122.0
1,123,4202,0.021180390290337935,0.866254164683484,123,123,123.0
1,124,3467,0.04268820305739833,0.8430920103836169,124,124,124.0
1,125,3051,0.03343166175024582,0.8102261553588987,125,125,125.0
1,126,3335,0.025187406296851574,0.8209895052473763,126,126,126.0
1,127,2507,0.027522935779816515,0.8244914240127643,127,127,127.0
1,128,2348,0.05536626916524702,0.7994037478705281,128,128,128.0
1,129,2807,0.033843961524759526,0.8354114713216958,129,129,129.0
1,130,2822,0.03720765414599575,0.8192771084337349,130,130,130.0
1,131,2752,0.03924418604651163,0.8321220930232558,131,131,131.0
1,132,2687,0.05061406773353182,0.8064756233717901,132,132,132.0
1,133,2937,0.035069799114742936,0.8049029622063331,133,133,133.0
1,134,2429,0.03705228489090161,0.8122684232194319,134,134,134.0
1,135,2048,0.03564453125,0.7744140625,135,135,135.0
1,136,2914,0.02367879203843514,0.8397391901166781,136,136,136.0
1,137,2846,0.03935347856640899,0.8176387912860155,137,137,137.0
1,138,2769,0.022029613578909354,0.8331527627302275,138,138,138.0
1,139,2629,0.03917839482693039,0.7980220616203879,139,139,139.0
1,140,3000,0.043666666666666666,0.8136666666666666,140,140,140.0
1,141,2391,0.04307820995399415,0.8427436219155165,141,141,141.0
1,142,2064,0.03439922480620155,0.813953488372093,142,142,142.0
1,143,2718,0.033112582781456956,0.8565121412803531,143,143,143.0
1,144,2668,0.025112443778110945,0.8403298350824587,144,144,144.0
1,145,2990,0.03277591973244147,0.823076923076923,145,145,145.0
1,146,2718,0.029065489330389993,0.814569536423841,146,146,146.0
1,147,3060,0.028104575163398694,0.7928104575163398,147,147,147.0
1,148,2289,0.028833551769331587,0.8597640891218873,148,148,148.0
1,149,2209,0.03123585332729742,0.8293345405160706,149,149,149.0
1,150,3101,0.03192518542405676,0.8187681393099,150,150,150.0
1,151,745,0.04161073825503356,0.8214765100671141,151,151,151.0
7,0,27596,0.029134657196695172,0.7284751413248297,0,6,3.0
7,1,28463,0.02519059832062678,0.5969855602009626,7,13,10.0
7,2,35701,0.02434105487241254,0.49766112994033784,14,20,17.0
7,3,34906,0.02074141981321263,0.45487881739529024,21,27,24.0
7,4,24539,0.036228045152614206,0.7666979094502628,28,34,31.0
7,5,20919,0.038386156126009846,0.8167694440460825,35,41,38.0
7,6,20564,0.04002139661544447,0.84185956039681,42,48,45.0
7,7,19761,0.043621274227012806,0.8223268053236172,49,55,52.0
7,8,21432,0.04325307950727884,0.8217618514371035,56,62,59.0
7,9,22534,0.0441998757433212,0.8242211768882577,63,69,66.0
7,10,20953,0.04199875912757123,0.7802701283825705,70,76,73.0
7,11,20175,0.033506815365551425,0.806542750929368,77,83,80.0
7,12,22391,0.0407306507078737,0.8291724353534903,84,90,87.0
7,13,27429,0.03222866309380583,0.8617886178861789,91,97,94.0
7,14,21269,0.03375805162442992,0.8240631905590295,98,104,101.0
7,15,20891,0.0414532573835623,0.7963716432913694,105,111,108.0
7,16,21078,0.05071638675396148,0.751873991839833,112,118,115.0
7,17,23575,0.03533404029692471,0.8277412513255568,119,125,122.0
7,18,19258,0.03775054522795721,0.8202305535361928,126,132,129.0
7,19,18572,0.03289898772345466,0.8131595950893818,133,139,136.0
7,20,18549,0.03444929645803008,0.829209121785541,140,146,143.0
7,21,11404,0.030778674149421256,0.8222553490003508,147,151,149.0
30,0,134339,0.025316549922211717,0.5678097946240481,0,29,14.5
30,1,89399,0.04001163323974541,0.8178391257172899,30,59,44.5
30,2,92189,0.04039527492434022,0.8118864506611418,60,89,74.5
30,3,98615,0.039527455255285705,0.813283983166861,90,119,104.5
30,4,83571,0.03410273898840507,0.8232640509267569,120,149,134.5
30,5,3846,0.03380135205408216,0.8192927717108685,150,151,150.5
