month_relative,feature,missing_rate,rows
1,V32,0.3135649364666999,134339
1,V33,0.3135649364666999,134339
1,V34,0.3135649364666999,134339
1,V35,0.4564125086534811,134339
1,V36,0.4564125086534811,134339
1,V37,0.4564125086534811,134339
1,V38,0.4564125086534811,134339
1,V39,0.4564125086534811,134339
1,V40,0.4564125086534811,134339
1,V41,0.4564125086534811,134339
1,V42,0.4564125086534811,134339
1,V43,0.4564125086534811,134339
1,V44,0.4564125086534811,134339
1,V45,0.4564125086534811,134339
1,V46,0.4564125086534811,134339
1,V47,0.4564125086534811,134339
1,V48,0.4564125086534811,134339
1,V49,0.4564125086534811,134339
1,V50,0.4564125086534811,134339
1,V51,0.4564125086534811,134339
1,V52,0.4564125086534811,134339
1,V53,0.31266423004488647,134339
1,V54,0.31266423004488647,134339
1,V55,0.31266423004488647,134339
1,V56,0.31266423004488647,134339
1,V57,0.31266423004488647,134339
1,V58,0.31266423004488647,134339
1,V59,0.31266423004488647,134339
1,V60,0.31266423004488647,134339
1,V61,0.31266423004488647,134339
1,V62,0.31266423004488647,134339
1,V63,0.31266423004488647,134339
1,V64,0.31266423004488647,134339
1,V65,0.31266423004488647,134339
1,V66,0.31266423004488647,134339
1,V67,0.31266423004488647,134339
1,V68,0.31266423004488647,134339
1,V69,0.31266423004488647,134339
1,V70,0.31266423004488647,134339
1,V71,0.31266423004488647,134339
1,V72,0.31266423004488647,134339
1,V73,0.31266423004488647,134339
1,V74,0.31266423004488647,134339
1,V75,0.3367897632109812,134339
1,V76,0.3367897632109812,134339
1,V77,0.3367897632109812,134339
1,V78,0.3367897632109812,134339
1,V79,0.3367897632109812,134339
1,V80,0.3367897632109812,134339
1,V81,0.3367897632109812,134339
1,V82,0.3367897632109812,134339
1,V83,0.3367897632109812,134339
1,V84,0.3367897632109812,134339
1,V85,0.3367897632109812,134339
1,V86,0.3367897632109812,134339
1,V87,0.3367897632109812,134339
1,V88,0.3367897632109812,134339
1,V89,0.3367897632109812,134339
1,V90,0.3367897632109812,134339
1,V91,0.3367897632109812,134339
1,V92,0.3367897632109812,134339
1,V93,0.3367897632109812,134339
1,V94,0.3367897632109812,134339
1,V95,0.0,134339
1,V96,0.0,134339
1,V97,0.0,134339
1,V98,0.0,134339
1,V99,0.0,134339
1,V100,0.0,134339
1,V101,0.0,134339
1,V102,0.0,134339
1,V103,0.0,134339
1,V104,0.0,134339
1,V105,0.0,134339
1,V106,0.0,134339
1,V107,0.0,134339
1,V108,0.0,134339
1,V109,0.0,134339
1,V110,0.0,134339
1,V111,0.0,134339
1,V112,0.0,134339
1,V113,0.0,134339
1,V114,0.0,134339
1,V115,0.0,134339
1,V116,0.0,134339
1,V117,0.0,134339
1,V118,0.0,134339
1,V119,0.0,134339
1,V120,0.0,134339
1,V121,0.0,134339
1,V122,0.0,134339
1,V123,0.0,134339
1,V124,0.0,134339
1,V125,0.0,134339
1,V126,0.0,134339
1,V127,0.0,134339
1,V128,0.0,134339
1,V129,0.0,134339
1,V130,0.0,134339
1,V131,0.0,134339
1,V132,0.0,134339
1,V133,0.0,134339
1,V134,0.0,134339
1,V135,0.0,134339
1,V136,0.0,134339
1,V137,0.0,134339
1,V138,0.6733710984896418,134339
1,V139,0.6733710984896418,134339
1,V140,0.6733710984896418,134339
1,V141,0.6733710984896418,134339
1,V142,0.6733710984896418,134339
1,V143,0.6733710984896418,134339
1,V144,0.6733710984896418,134339
1,V145,0.6733710984896418,134339
1,V146,0.6733710984896418,134339
1,V147,0.6733710984896418,134339
1,V148,0.6733710984896418,134339
1,V149,0.6733710984896418,134339
1,V150,0.6733710984896418,134339
1,V151,0.6733710984896418,134339
1,V152,0.6733710984896418,134339
1,V153,0.6733710984896418,134339
1,V154,0.6733710984896418,134339
1,V155,0.6733710984896418,134339
1,V156,0.6733710984896418,134339
1,V157,0.6733710984896418,134339
1,V158,0.6733710984896418,134339
1,V159,0.6733710984896418,134339
1,V160,0.6733710984896418,134339
1,V161,0.6733710984896418,134339
1,V162,0.6733710984896418,134339
1,V163,0.6733710984896418,134339
1,V164,0.6733710984896418,134339
1,V165,0.6733710984896418,134339
1,V166,0.6733710984896418,134339
1,V167,0.5841416118923023,134339
1,V168,0.5841416118923023,134339
1,V169,0.5841416118923023,134339
1,V170,0.5841416118923023,134339
1,V171,0.5841416118923023,134339
1,V172,0.5841416118923023,134339
1,V173,0.5841416118923023,134339
1,V174,0.5841416118923023,134339
1,V175,0.5841416118923023,134339
1,V176,0.5841416118923023,134339
1,V177,0.5841416118923023,134339
1,V178,0.5841416118923023,134339
1,V179,0.5841416118923023,134339
1,V180,0.5841416118923023,134339
1,V181,0.5841416118923023,134339
1,V182,0.5841416118923023,134339
1,V183,0.5841416118923023,134339
1,V184,0.5841416118923023,134339
1,V185,0.5841416118923023,134339
1,V186,0.5841416118923023,134339
1,V187,0.5841416118923023,134339
1,V188,0.5841416118923023,134339
1,V189,0.5841416118923023,134339
1,V190,0.5841416118923023,134339
1,V191,0.5841416118923023,134339
1,V192,0.5841416118923023,134339
1,V193,0.5841416118923023,134339
1,V194,0.5841416118923023,134339
1,V195,0.5841416118923023,134339
1,V196,0.5841416118923023,134339
1,V197,0.5841416118923023,134339
1,V198,0.5841416118923023,134339
1,V199,0.5841416118923023,134339
1,V200,0.5841416118923023,134339
1,V201,0.5841416118923023,134339
1,V202,0.5841416118923023,134339
1,V203,0.5841416118923023,134339
1,V204,0.5841416118923023,134339
1,V205,0.5841416118923023,134339
1,V206,0.5841416118923023,134339
1,V207,0.5841416118923023,134339
1,V208,0.5841416118923023,134339
1,V209,0.5841416118923023,134339
1,V210,0.5841416118923023,134339
1,V211,0.5841416118923023,134339
1,V212,0.5841416118923023,134339
1,V213,0.5841416118923023,134339
1,V214,0.5841416118923023,134339
1,V215,0.5841416118923023,134339
1,V216,0.5841416118923023,134339
1,V217,0.5973470101757494,134339
1,V218,0.5973470101757494,134339
1,V219,0.5973470101757494,134339
1,V220,0.5755960666671629,134339
1,V221,0.5755960666671629,134339
1,V222,0.5755960666671629,134339
1,V223,0.5973470101757494,134339
1,V224,0.5973470101757494,134339
1,V225,0.5973470101757494,134339
1,V226,0.5973470101757494,134339
1,V227,0.5755960666671629,134339
1,V228,0.5973470101757494,134339
1,V229,0.5973470101757494,134339
1,V230,0.5973470101757494,134339
1,V231,0.5973470101757494,134339
1,V232,0.5973470101757494,134339
1,V233,0.5973470101757494,134339
1,V234,0.5755960666671629,134339
1,V235,0.5973470101757494,134339
1,V236,0.5973470101757494,134339
1,V237,0.5973470101757494,134339
1,V238,0.5755960666671629,134339
1,V239,0.5755960666671629,134339
1,V240,0.5973470101757494,134339
1,V241,0.5973470101757494,134339
1,V242,0.5973470101757494,134339
1,V243,0.5973470101757494,134339
1,V244,0.5973470101757494,134339
1,V245,0.5755960666671629,134339
1,V246,0.5973470101757494,134339
1,V247,0.5973470101757494,134339
1,V248,0.5973470101757494,134339
1,V249,0.5973470101757494,134339
1,V250,0.5755960666671629,134339
1,V251,0.5755960666671629,134339
1,V252,0.5973470101757494,134339
1,V253,0.5973470101757494,134339
1,V254,0.5973470101757494,134339
1,V255,0.5755960666671629,134339
1,V256,0.5755960666671629,134339
1,V257,0.5973470101757494,134339
1,V258,0.5973470101757494,134339
1,V259,0.5755960666671629,134339
1,V260,0.5973470101757494,134339
1,V261,0.5973470101757494,134339
1,V262,0.5973470101757494,134339
1,V263,0.5973470101757494,134339
1,V264,0.5973470101757494,134339
1,V265,0.5973470101757494,134339
1,V266,0.5973470101757494,134339
1,V267,0.5973470101757494,134339
1,V268,0.5973470101757494,134339
1,V269,0.5973470101757494,134339
1,V270,0.5755960666671629,134339
1,V271,0.5755960666671629,134339
1,V272,0.5755960666671629,134339
1,V273,0.5973470101757494,134339
1,V274,0.5973470101757494,134339
1,V275,0.5973470101757494,134339
1,V276,0.5973470101757494,134339
1,V277,0.5973470101757494,134339
1,V278,0.5973470101757494,134339
1,V279,8.18824019830429e-05,134339
1,V280,8.18824019830429e-05,134339
1,V281,0.0,134339
1,V282,0.0,134339
1,V283,0.0,134339
1,V284,8.18824019830429e-05,134339
1,V285,8.18824019830429e-05,134339
1,V286,8.18824019830429e-05,134339
1,V287,8.18824019830429e-05,134339
1,V288,0.0,134339
1,V289,0.0,134339
1,V290,8.18824019830429e-05,134339
1,V291,8.18824019830429e-05,134339
1,V292,8.18824019830429e-05,134339
1,V293,8.18824019830429e-05,134339
1,V294,8.18824019830429e-05,134339
1,V295,8.18824019830429e-05,134339
1,V296,0.0,134339
1,V297,8.18824019830429e-05,134339
1,V298,8.18824019830429e-05,134339
1,V299,8.18824019830429e-05,134339
1,V300,0.0,134339
1,V301,0.0,134339
1,V302,8.18824019830429e-05,134339
1,V303,8.18824019830429e-05,134339
1,V304,8.18824019830429e-05,134339
1,V305,8.18824019830429e-05,134339
1,V306,8.18824019830429e-05,134339
1,V307,8.18824019830429e-05,134339
1,V308,8.18824019830429e-05,134339
1,V309,8.18824019830429e-05,134339
1,V310,8.18824019830429e-05,134339
1,V311,8.18824019830429e-05,134339
1,V312,8.18824019830429e-05,134339
1,V313,0.0,134339
1,V314,0.0,134339
1,V315,0.0,134339
1,V316,8.18824019830429e-05,134339
1,V317,8.18824019830429e-05,134339
1,V318,8.18824019830429e-05,134339
1,V319,8.18824019830429e-05,134339
1,V320,8.18824019830429e-05,134339
1,V321,8.18824019830429e-05,134339
1,V322,0.6723289588280396,134339
1,V323,0.6723289588280396,134339
1,V324,0.6723289588280396,134339
1,V325,0.6723289588280396,134339
1,V326,0.6723289588280396,134339
1,V327,0.6723289588280396,134339
1,V328,0.6723289588280396,134339
1,V329,0.6723289588280396,134339
1,V330,0.6723289588280396,134339
1,V331,0.6723289588280396,134339
1,V332,0.6723289588280396,134339
1,V333,0.6723289588280396,134339
1,V334,0.6723289588280396,134339
1,V335,0.6723289588280396,134339
1,V336,0.6723289588280396,134339
1,V337,0.6723289588280396,134339
1,V338,0.6723289588280396,134339
1,V339,0.6723289588280396,134339
1,id_01,0.5678097946240481,134339
1,id_02,0.5787894803445016,134339
1,id_03,0.8122436522528826,134339
1,id_04,0.8122436522528826,134339
1,id_05,0.5910643967872323,134339
1,id_06,0.5910643967872323,134339
1,id_07,0.9837128458601002,134339
1,id_08,0.9837128458601002,134339
1,id_09,0.7817833987151906,134339
1,id_10,0.7817833987151906,134339
1,id_11,0.5779632124699454,134339
1,id_12,0.5678097946240481,134339
1,id_13,0.643878546066295,134339
1,id_14,0.6858023358816129,134339
1,id_15,0.5779632124699454,134339
1,id_16,0.601649558207222,134339
1,id_17,0.5822285412277894,134339
1,id_18,0.8667475565546863,134339
1,id_19,0.5823178674844982,134339
1,id_20,0.5823699744675783,134339
1,id_21,0.9837351774242774,134339
1,id_22,0.9837054020053745,134339
1,id_23,0.9837054020053745,134339
1,id_24,0.9848219802142342,134339
1,id_25,0.9837947282620833,134339
1,id_26,0.9837128458601002,134339
1,id_27,0.9837054020053745,134339
1,id_28,0.5779632124699454,134339
1,id_29,0.5779632124699454,134339
1,id_30,0.6907897185478529,134339
1,id_31,0.5792658870469484,134339
1,id_32,0.6907748308384014,134339
1,id_33,0.7133297106573668,134339
1,id_34,0.690231429443423,134339
1,id_35,0.5779632124699454,134339
1,id_36,0.5779632124699454,134339
1,id_37,0.5779632124699454,134339
1,id_38,0.5779632124699454,134339
1,DeviceType,0.5788639188917589,134339
1,DeviceInfo,0.6196190235151371,134339
2,TransactionAmt,0.0,89399
2,ProductCD,0.0,89399
2,card1,0.0,89399
2,card2,0.019496862381010973,89399
2,card3,0.0,89399
2,card4,1.11858074475106e-05,89399
2,card5,0.005469859841832683,89399
2,card6,0.0,89399
2,addr1,0.1117574022080784,89399
2,addr2,0.1117574022080784,89399
2,dist1,0.5882504278571349,89399
2,dist2,0.939887470777078,89399
2,P_emaildomain,0.18580744751059855,89399
2,R_emaildomain,0.8141478092596114,89399
2,C1,0.0,89399
2,C2,0.0,89399
2,C3,0.0,89399
2,C4,0.0,89399
2,C5,0.0,89399
2,C6,0.0,89399
2,C7,0.0,89399
2,C8,0.0,89399
2,C9,0.0,89399
2,C10,0.0,89399
2,C11,0.0,89399
2,C12,0.0,89399
2,C13,0.0,89399
2,C14,0.0,89399
2,D1,2.23716148950212e-05,89399
2,D2,0.4475665275897941,89399
2,D3,0.4152171724515934,89399
2,D4,0.24689314198145393,89399
2,D5,0.5030705041443416,89399
2,D6,0.8818219443170505,89399
2,D7,0.9381089273929238,89399
2,D8,0.9079631763218828,89399
2,D9,0.9079631763218828,89399
2,D10,0.07430731887381291,89399
2,D11,0.5874674213358091,89399
2,D12,0.8896072663005179,89399
2,D13,0.9008154453629236,89399
2,D14,0.9035335965726686,89399
2,D15,0.07542589961856397,89399
2,M1,0.5875009787581517,89399
2,M2,0.5875009787581517,89399
2,M3,0.5875009787581517,89399
2,M4,0.4215818968892269,89399
2,M5,0.532477991923847,89399
2,M6,0.22610991174397924,89399
2,M7,0.740925513708207,89399
2,M8,0.740925513708207,89399
2,M9,0.740925513708207,89399
2,V1,0.5874674213358091,89399
2,V2,0.5874674213358091,89399
2,V3,0.5874674213358091,89399
2,V4,0.5874674213358091,89399
2,V5,0.5874674213358091,89399
2,V6,0.5874674213358091,89399
2,V7,0.5874674213358091,89399
2,V8,0.5874674213358091,89399
2,V9,0.5874674213358091,89399
2,V10,0.5874674213358091,89399
2,V11,0.5874674213358091,89399
2,V12,0.07438561952594548,89399
2,V13,0.07438561952594548,89399
2,V14,0.07438561952594548,89399
2,V15,0.07438561952594548,89399
2,V16,0.07438561952594548,89399
2,V17,0.07438561952594548,89399
2,V18,0.07438561952594548,89399
2,V19,0.07438561952594548,89399
2,V20,0.07438561952594548,89399
2,V21,0.07438561952594548,89399
2,V22,0.07438561952594548,89399
2,V23,0.07438561952594548,89399
2,V24,0.07438561952594548,89399
2,V25,0.07438561952594548,89399
2,V26,0.07438561952594548,89399
2,V27,0.07438561952594548,89399
2,V28,0.07438561952594548,89399
2,V29,0.07438561952594548,89399
2,V30,0.07438561952594548,89399
2,V31,0.07438561952594548,89399
2,V32,0.07438561952594548,89399
2,V33,0.07438561952594548,89399
2,V34,0.07438561952594548,89399
2,V35,0.24689314198145393,89399
2,V36,0.24689314198145393,89399
2,V37,0.24689314198145393,89399
2,V38,0.24689314198145393,89399
2,V39,0.24689314198145393,89399
2,V40,0.24689314198145393,89399
2,V41,0.24689314198145393,89399
2,V42,0.24689314198145393,89399
2,V43,0.24689314198145393,89399
2,V44,0.24689314198145393,89399
2,V45,0.24689314198145393,89399
2,V46,0.24689314198145393,89399
2,V47,0.24689314198145393,89399
2,V48,0.24689314198145393,89399
2,V49,0.24689314198145393,89399
2,V50,0.24689314198145393,89399
2,V51,0.24689314198145393,89399
2,V52,0.24689314198145393,89399
2,V53,0.0804147697401537,89399
2,V54,0.0804147697401537,89399
2,V55,0.0804147697401537,89399
2,V56,0.0804147697401537,89399
2,V57,0.0804147697401537,89399
2,V58,0.0804147697401537,89399
2,V59,0.0804147697401537,89399
2,V60,0.0804147697401537,89399
2,V61,0.0804147697401537,89399
2,V62,0.0804147697401537,89399
2,V63,0.0804147697401537,89399
2,V64,0.0804147697401537,89399
2,V65,0.0804147697401537,89399
2,V66,0.0804147697401537,89399
2,V67,0.0804147697401537,89399
2,V68,0.0804147697401537,89399
2,V69,0.0804147697401537,89399
2,V70,0.0804147697401537,89399
2,V71,0.0804147697401537,89399
2,V72,0.0804147697401537,89399
2,V73,0.0804147697401537,89399
2,V74,0.0804147697401537,89399
2,V75,0.07543708542601148,89399
2,V76,0.07543708542601148,89399
2,V77,0.07543708542601148,89399
2,V78,0.07543708542601148,89399
2,V79,0.07543708542601148,89399
2,V80,0.07543708542601148,89399
2,V81,0.07543708542601148,89399
2,V82,0.07543708542601148,89399
2,V83,0.07543708542601148,89399
2,V84,0.07543708542601148,89399
2,V85,0.07543708542601148,89399
2,V86,0.07543708542601148,89399
2,V87,0.07543708542601148,89399
2,V88,0.07543708542601148,89399
2,V89,0.07543708542601148,89399
2,V90,0.07543708542601148,89399
2,V91,0.07543708542601148,89399
2,V92,0.07543708542601148,89399
2,V93,0.07543708542601148,89399
2,V94,0.07543708542601148,89399
2,V95,0.0,89399
2,V96,0.0,89399
2,V97,0.0,89399
2,V98,0.0,89399
2,V99,0.0,89399
2,V100,0.0,89399
2,V101,0.0,89399
2,V102,0.0,89399
2,V103,0.0,89399
2,V104,0.0,89399
2,V105,0.0,89399
2,V106,0.0,89399
2,V107,0.0,89399
2,V108,0.0,89399
2,V109,0.0,89399
2,V110,0.0,89399
2,V111,0.0,89399
2,V112,0.0,89399
2,V113,0.0,89399
2,V114,0.0,89399
2,V115,0.0,89399
2,V116,0.0,89399
2,V117,0.0,89399
2,V118,0.0,89399
2,V119,0.0,89399
2,V120,0.0,89399
2,V121,0.0,89399
2,V122,0.0,89399
2,V123,0.0,89399
2,V124,0.0,89399
2,V125,0.0,89399
2,V126,0.0,89399
2,V127,0.0,89399
2,V128,0.0,89399
2,V129,0.0,89399
2,V130,0.0,89399
2,V131,0.0,89399
2,V132,0.0,89399
2,V133,0.0,89399
2,V134,0.0,89399
2,V135,0.0,89399
2,V136,0.0,89399
2,V137,0.0,89399
2,V138,0.9177955010682446,89399
2,V139,0.9177955010682446,89399
2,V140,0.9177955010682446,89399
2,V141,0.9177955010682446,89399
2,V142,0.9177955010682446,89399
2,V143,0.9177955010682446,89399
2,V144,0.9177955010682446,89399
2,V145,0.9177955010682446,89399
2,V146,0.9177955010682446,89399
2,V147,0.9177955010682446,89399
2,V148,0.9177955010682446,89399
2,V149,0.9177955010682446,89399
2,V150,0.9177955010682446,89399
2,V151,0.9177955010682446,89399
2,V152,0.9177955010682446,89399
2,V153,0.9177955010682446,89399
2,V154,0.9177955010682446,89399
2,V155,0.9177955010682446,89399
2,V156,0.9177955010682446,89399
2,V157,0.9177955010682446,89399
2,V158,0.9177955010682446,89399
2,V159,0.9177955010682446,89399
2,V160,0.9177955010682446,89399
2,V161,0.9177955010682446,89399
2,V162,0.9177955010682446,89399
2,V163,0.9177955010682446,89399
2,V164,0.9177955010682446,89399
2,V165,0.9177955010682446,89399
2,V166,0.9177955010682446,89399
2,V167,0.8222127764292666,89399
2,V168,0.8222127764292666,89399
2,V169,0.8222127764292666,89399
2,V170,0.8222127764292666,89399
2,V171,0.8222127764292666,89399
2,V172,0.8222127764292666,89399
2,V173,0.8222127764292666,89399
2,V174,0.8222127764292666,89399
2,V175,0.8222127764292666,89399
2,V176,0.8222127764292666,89399
2,V177,0.8222127764292666,89399
2,V178,0.8222127764292666,89399
2,V179,0.8222127764292666,89399
2,V180,0.8222127764292666,89399
2,V181,0.8222127764292666,89399
2,V182,0.8222127764292666,89399
2,V183,0.8222127764292666,89399
2,V184,0.8222127764292666,89399
2,V185,0.8222127764292666,89399
2,V186,0.8222127764292666,89399
2,V187,0.8222127764292666,89399
2,V188,0.8222127764292666,89399
2,V189,0.8222127764292666,89399
2,V190,0.8222127764292666,89399
2,V191,0.8222127764292666,89399
2,V192,0.8222127764292666,89399
2,V193,0.8222127764292666,89399
2,V194,0.8222127764292666,89399
2,V195,0.8222127764292666,89399
2,V196,0.8222127764292666,89399
2,V197,0.8222127764292666,89399
2,V198,0.8222127764292666,89399
2,V199,0.8222127764292666,89399
2,V200,0.8222127764292666,89399
2,V201,0.8222127764292666,89399
2,V202,0.8222127764292666,89399
2,V203,0.8222127764292666,89399
2,V204,0.8222127764292666,89399
2,V205,0.8222127764292666,89399
2,V206,0.8222127764292666,89399
2,V207,0.8222127764292666,89399
2,V208,0.8222127764292666,89399
2,V209,0.8222127764292666,89399
2,V210,0.8222127764292666,89399
2,V211,0.8222127764292666,89399
2,V212,0.8222127764292666,89399
2,V213,0.8222127764292666,89399
2,V214,0.8222127764292666,89399
2,V215,0.8222127764292666,89399
2,V216,0.8222127764292666,89399
2,V217,0.8350428975715612,89399
2,V218,0.8350428975715612,89399
2,V219,0.8350428975715612,89399
2,V220,0.8205237195046925,89399
2,V221,0.8205237195046925,89399
2,V222,0.8205237195046925,89399
2,V223,0.8350428975715612,89399
2,V224,0.8350428975715612,89399
2,V225,0.8350428975715612,89399
2,V226,0.8350428975715612,89399
2,V227,0.8205237195046925,89399
2,V228,0.8350428975715612,89399
2,V229,0.8350428975715612,89399
2,V230,0.8350428975715612,89399
2,V231,0.8350428975715612,89399
2,V232,0.8350428975715612,89399
2,V233,0.8350428975715612,89399
2,V234,0.8205237195046925,89399
2,V235,0.8350428975715612,89399
2,V236,0.8350428975715612,89399
2,V237,0.8350428975715612,89399
2,V238,0.8205237195046925,89399
2,V239,0.8205237195046925,89399
2,V240,0.8350428975715612,89399
2,V241,0.8350428975715612,89399
2,V242,0.8350428975715612,89399
2,V243,0.8350428975715612,89399
2,V244,0.8350428975715612,89399
2,V245,0.8205237195046925,89399
2,V246,0.8350428975715612,89399
2,V247,0.8350428975715612,89399
2,V248,0.8350428975715612,89399
2,V249,0.8350428975715612,89399
2,V250,0.8205237195046925,89399
2,V251,0.8205237195046925,89399
2,V252,0.8350428975715612,89399
2,V253,0.8350428975715612,89399
2,V254,0.8350428975715612,89399
2,V255,0.8205237195046925,89399
2,V256,0.8205237195046925,89399
2,V257,0.8350428975715612,89399
2,V258,0.8350428975715612,89399
2,V259,0.8205237195046925,89399
2,V260,0.8350428975715612,89399
2,V261,0.8350428975715612,89399
2,V262,0.8350428975715612,89399
2,V263,0.8350428975715612,89399
2,V264,0.8350428975715612,89399
2,V265,0.8350428975715612,89399
2,V266,0.8350428975715612,89399
2,V267,0.8350428975715612,89399
2,V268,0.8350428975715612,89399
2,V269,0.8350428975715612,89399
2,V270,0.8205237195046925,89399
2,V271,0.8205237195046925,89399
2,V272,0.8205237195046925,89399
2,V273,0.8350428975715612,89399
2,V274,0.8350428975715612,89399
2,V275,0.8350428975715612,89399
2,V276,0.8350428975715612,89399
2,V277,0.8350428975715612,89399
2,V278,0.8350428975715612,89399
2,V279,0.0,89399
2,V280,0.0,89399
2,V281,2.23716148950212e-05,89399
2,V282,2.23716148950212e-05,89399
2,V283,2.23716148950212e-05,89399
2,V284,0.0,89399
2,V285,0.0,89399
2,V286,0.0,89399
2,V287,0.0,89399
2,V288,2.23716148950212e-05,89399
2,V289,2.23716148950212e-05,89399
2,V290,0.0,89399
2,V291,0.0,89399
2,V292,0.0,89399
2,V293,0.0,89399
2,V294,0.0,89399
2,V295,0.0,89399
2,V296,2.23716148950212e-05,89399
2,V297,0.0,89399
2,V298,0.0,89399
2,V299,0.0,89399
2,V300,2.23716148950212e-05,89399
2,V301,2.23716148950212e-05,89399
2,V302,0.0,89399
2,V303,0.0,89399
2,V304,0.0,89399
2,V305,0.0,89399
2,V306,0.0,89399
2,V307,0.0,89399
2,V308,0.0,89399
2,V309,0.0,89399
2,V310,0.0,89399
2,V311,0.0,89399
2,V312,0.0,89399
2,V313,2.23716148950212e-05,89399
2,V314,2.23716148950212e-05,89399
2,V315,2.23716148950212e-05,89399
2,V316,0.0,89399
2,V317,0.0,89399
2,V318,0.0,89399
2,V319,0.0,89399
2,V320,0.0,89399
2,V321,0.0,89399
2,V322,0.917124352621394,89399
2,V323,0.917124352621394,89399
2,V324,0.917124352621394,89399
2,V325,0.917124352621394,89399
2,V326,0.917124352621394,89399
2,V327,0.917124352621394,89399
2,V328,0.917124352621394,89399
2,V329,0.917124352621394,89399
2,V330,0.917124352621394,89399
2,V331,0.917124352621394,89399
2,V332,0.917124352621394,89399
2,V333,0.917124352621394,89399
2,V334,0.917124352621394,89399
2,V335,0.917124352621394,89399
2,V336,0.917124352621394,89399
2,V337,0.917124352621394,89399
2,V338,0.917124352621394,89399
2,V339,0.917124352621394,89399
2,id_01,0.8178391257172899,89399
2,id_02,0.8212507969887807,89399
2,id_03,0.9185113927448852,89399
2,id_04,0.9185113927448852,89399
2,id_05,0.8250315999060392,89399
2,id_06,0.8250315999060392,89399
2,id_07,0.9937695052517366,89399
2,id_08,0.9937695052517366,89399
2,id_09,0.9079631763218828,89399
2,id_10,0.9079631763218828,89399
2,id_11,0.8212507969887807,89399
2,id_12,0.8178391257172899,89399
2,id_13,0.8382867817313393,89399
2,id_14,0.9170124945469189,89399
2,id_15,0.8212507969887807,89399
2,id_16,0.8392823185941677,89399
2,id_17,0.8223581919260842,89399
2,id_18,0.9438025033837067,89399
2,id_19,0.8223917493484267,89399
2,id_20,0.8223693777335317,89399
2,id_21,0.9937471336368415,89399
2,id_22,0.9937471336368415,89399
2,id_23,0.9937471336368415,89399
2,id_24,0.994284052394322,89399
2,id_25,0.9937471336368415,89399
2,id_26,0.9937471336368415,89399
2,id_27,0.9937471336368415,89399
2,id_28,0.8212507969887807,89399
2,id_29,0.8212507969887807,89399
2,id_30,0.9213861452588955,89399
2,id_31,0.8216870434792336,89399
2,id_32,0.921374959451448,89399
2,id_33,0.9263526437655902,89399
2,id_34,0.9214980033333706,89399
2,id_35,0.8212507969887807,89399
2,id_36,0.8212507969887807,89399
2,id_37,0.8212507969887807,89399
